NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
8R01-80119,City of Black Hawk,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80150,Gunnison Valley Transportation Authority,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80155,Eagle County Regional Transportation Authority,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80159,Mountain Express,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80161,Summit County,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80162,East Central Council of Local Governments,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80168,Dolores County Senior Services,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80170,Town of Breckenridge,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80186,"Steamboat Springs, City of ",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80189,"Southern Colorado Community Action Agency, Inc.",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80201,Montezuma County Public Transportation,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80202,Town of Berthoud,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-80206,City of Durango,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80221,Northeast Colorado Association of Local Government,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80225,City of La Junta,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80227,Huerfano/Las Animas Council of Governments,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80237,Neighbor to Neighbor Volunteers,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80256,Town of Mountain Village,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80258,City of Glenwood Springs,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80263,Town of Snowmass Village,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80267,"Senior Resource Development Agency, Pueblo, Inc.",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80274,"The Canon City Golden Age Council, Inc",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80275,City of Cripple Creek,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80280,Archuleta County Transportation/Mountain Express Transit,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80285,Via Mobility Services,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88213,Lake County CO,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88215,Montrose County Seniors,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88225,City of Winter Park,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88226,Town of Telluride,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88228,Town of Avon,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88229,Bent County,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88230,Teller Senior Coalition,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88278,Baca County Seniors Van,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88279,City and County of Broomfield,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88280,"Lakewood Rides, City of Lakewood",Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88281,Town of Estes Park,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88282,Littleton Omnibus,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88283,El Paso Fountain Valley Senior Citizens Program,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88284,Silver Key Senior Services,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88286,Mountain Family Center,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88287,"Aspen, City of",Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88288,"Disability Services, Inc.",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R01-88289,Castle Rock Senior Center,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88290,La Plata County Senior Services,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88292,Routt County Government,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter
8R01-88294,San Miguel Authority for Regional Transportation,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter
8R02-80117,Garfield County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80134,Liberty County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80135,Carter County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80137,Helena Area Transit Service,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80139,Rosebud Community Hospital,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80142,Ravalli County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80144,"Liberty Place, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80164,Sanders County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80166,Urban Transportation District of Dawson County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80167,Powder River County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80169,Toole County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80172,"Lincoln County Transportation Service, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80173,"Mineral County Pioneer Council, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80174,Butte Silver Bow Transit,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80181,Custer County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80183,Valley County Transit,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80184,Lake County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80200,Missoula Ravalli Transportation Management Association,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80204,Opportunity Link,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80205,Daniels Memorial Healthcare Foundation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80220,Flathead Area IX Agency on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80224,Phillips Transit Authority,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80235,"Human Resource Development Council District IX, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80236,Fergus County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80254,"Glen-wood, Inc. ",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80255,Big Sky Transportation District,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80259,Richland County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80262,City of Laurel,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-80269,"West Yellowstone Foundation, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-88216,City of Dillon,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-88217,Fallon County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-88218,Powell County Public Transportation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-88293,Park County Windrider Transit,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-88295,"Reach, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R02-88296,Butte Silver Bow COA,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
8R03-80114,Stark County Council on Aging / Elder Care ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80122,Devils Lake Transit  (Senior Meals & Services),Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80124,"James River Senior Citizens Center, Inc.",Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80125,South Central Adult Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80129,Pembina County Meals and Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80130,Dickey County Senior Citizens,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80152,Nutrition United,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80160,Williston Council for the Aging ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80196,Kenmare Wheels & Meals,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80228,Kidder-Emmons County Senior Services ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80233,Cavalier County Senior Meals & Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80238,West River Transit,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80249,Benson County Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80250,Nelson County Council On Aging ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80261,Can-Do Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80268,Southwest Transportation Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80270,Golden Valley/Billings County Council On Aging,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80290,Hazen Busing Project,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80296,Walsh County Transportation Program ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80302,Souris Basin Transit,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-80303,City of Minot ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R03-88222,Wildrose Public Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
8R04-80112,"SESDAC, Inc ",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80116,City of Mitchell - Palace Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80126,City of Aberdeen - Aberdeen Ride Line,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80153,People's Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80154,City of Brandon - Brandon City Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80158,City of Dell Rapids - Dell Rapids Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80171,CCTS d/b/a River Cities Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80182,Rural Office of Community Services,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80187,Brookings Area Transit Authority,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80190,"East Dakota Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80232,"Groton Community Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80244,Watertown Area Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80253,"West River Transit Authority, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80271,"Yankton Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80282,Inter-Lakes Community Action,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80297,Spink County Public Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R04-80300,"Community Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
8R05-80120,"South Big Horn Senior Citizens, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-80121,Fremont County Association of Governments,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80131,"High Country Senior Citizens, Inc",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-80140,University of Wyoming,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80151,Buffalo Senior Center Inc,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80163,Campbell County Senior Citizens Association Inc,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80178,Kemmerer Senior Citizens Association,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80180,Senior Center of Jackson Hole,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-80185,Riverton Senior Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80193,Senior Citizens Council,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80199,"North Big Horn Senior Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-80209,"Hot Springs County Senior Citizens Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-80216,Converse County Aging Services,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80217,"Niobrara Senior Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-80218,Sweetwater Transit Authority Resources,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80222,Meeteetse Recreation District,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80223,"Lander Senior Citizens Center, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80252,Eppson Center for Seniors,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80264,"Cody Council on Aging, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80265,"Southwest Sublette County Pioneers, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80278,"Carbon County Senior Services, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-80287,Goshen County Senior Friendship Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80288,Weston County Senior Services,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80293,Rehabilitation Enterprises of North Eastern Wyoming (RENEW),Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80294,"Star Valley Senior Citizens, Inc",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-80301,Rendezvous Pointe,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-88219,"Powell Senior Citizens Ago-Go, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-88223,Warm Valley Senior Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R05-88224,Washakie County Senior Citizens Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
8R05-88227,Memorial Hospital of Laramie County  ,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
8R06-80248,Cedar Area Transportation Service,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter
8R06-80260,Basin Transit Association ,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter
8R06-80284,Park City Municipal Corporation,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter
90005,Navajo Nation,Small Systems Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
90017,City of Santa Rosa,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90050,City of Simi Valley,Small Systems Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90078,Central Contra Costa Transit Authority,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90089,County of Sonoma ,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90092,"City of Fairfield, California",Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90093,Redding Area Bus Authority,Full Reporter: Operating,Urban,A0016,Redding Area Bus Authority ,Group Plan Sponsor
90144,Livermore / Amador Valley Transit Authority,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90155,City of Vacaville,Small Systems Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90159,Western Contra Costa Transit Authority,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90161,City of Union City,Small Systems Reporter,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90162,The Eastern Contra Costa Transit Authority,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90163,City of Camarillo,Small Systems Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90164,Ventura County Transportation Commission,Full Reporter: Operating,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90165,City of Thousand Oaks,Small Systems Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90191,Town of Oro Valley ,Small Systems Reporter,Urban,A0021,City of Tucson,Group Plan Sponsor
90194,City of Atascadero,Small Systems Reporter,Urban,A0022,San Luis Obispo Regional Transit Authority,Group Plan Sponsor
90213,City of Petaluma,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90227,City of Moorpark,Small Systems Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90232,Solano County Transit,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90234,Marin County Transit District,Full Reporter: Operating,Urban,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
90241,County of Maui,Full Reporter: Operating,Urban,9R03,Hawaii Department of Transportation,State Reporter
90247,City of Alhambra,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90250,City of Azusa,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90251,City of Baldwin Park,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90253,City of Bell Gardens,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90254,City of Bellflower,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90256,City of Burbank,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90257,City of Calabasas,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90259,City of Cerritos,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90260,City of Compton  ,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90263,City of Downey,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90265,City of El Monte ,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90268,City of Inglewood,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90269,Los Angeles County Dept. of Public Works - Athens Shuttle Service,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90270,Los Angeles County Department of Public Works - Avocado Heights,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90271,Los Angeles County Department of Public Works - East L.A.,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90272,Los Angeles County Department of Public Works - East Valinda,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90273,Los Angeles County Dept. of Public Works - Florence-Firestone,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90274,Los Angeles County Dept. of Public Works - King Medical Center Shuttle Service,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90275,Los Angeles County Dept. of Public Works - Lennox Shuttle,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90276,Los Angeles County Department of Public Works - South Whittier,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90277,Los Angeles County Department of Public Works - Whittier,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90278,Los Angeles County Dept. of Public Works - Willowbrook Shuttle,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90279,Los Angeles County Dept. of Public Works - Willowbrook et al.,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90285,City of Monrovia,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90286,City of Monterey Park,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90287,Palos Verdes Peninsula Transit Authority,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90291,City of South Gate,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90294,City of West Hollywood,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90295,City of Whittier,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90296,City of Claremont,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90300,City of Artesia,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
90301,City of Lakewood ,Small Systems Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
91122,Regional Transportation Authority of Pima County,Small Systems Reporter,Urban,A0021,City of Tucson,Group Plan Sponsor
99376,Salt River Pima-Maricopa Indian Community,Small Systems Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
99382,Hopi Tribe,Small Systems Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
99406,Pyramid Lake Paiute Tribe,Small Systems Reporter,Tribe,9R04,Nevada Department of Transportation,State Reporter
99423,City of Glendale,Full Reporter: Operating,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
99424,City of Pasadena,Full Reporter: Operating,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
99425,Pomona Valley Transportation Authority,Full Reporter: Operating,Urban,A0003,Los Angeles County Metropolitan Transportation Authority dba: Metro,Group Plan Sponsor
99436,Gila River Indian Community,Small Systems Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
9R01-91001,City of Show Low,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91010,City of Cottonwood,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91016,"Helping Hands Agency, Inc.",Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91037,City of Bullhead,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91052,City of Douglas,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91069,Town of Miami ,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91075,City of Kingman,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91096,City of Coolidge,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91106,City of Maricopa,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91114,City of Benson,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-91121,City of Bisbee,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-99419,Yavapai Regional Transit,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-99437,Town of Quartzsite,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R01-99441,Payson Senior Center,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
9R02-91014,City of Rio Vista,Rural Reporter,Rural,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
9R02-91018,City of Arcata,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor
9R02-91036,Humboldt Transit Authority,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor
9R02-91041,City of Dixon ,Rural Reporter,Rural,A0013,Metropolitan Transportation Commission,Group Plan Sponsor
9R02-91059,Kern Regional Transit,Rural Reporter,Rural,A0008,Kern Regional Transit,Group Plan Sponsor
9R02-91074,City of Tehachapi,Rural Reporter,Rural,A0008,Kern Regional Transit,Group Plan Sponsor
9R02-91093,City of Eureka ,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor
9R03-90237,County of Kaua'i - Transportation Agency,Rural Reporter,Rural,9R03,Hawaii Department of Transportation,State Reporter
9R03-91080,County of Hawaii Mass Transit Agency,Rural Reporter,Rural,9R03,Hawaii Department of Transportation,State Reporter
9R04-91022,Lincoln County Transportation,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
9R04-91023,Humboldt County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
