State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,State Name,State,Subrecipient Type,FY Start Date,FY End Date,Event Type,Location,Reportable Events,Major Safety and Security Events,Non Major Events (non-injury),Operator Injuries,Other Transit Worker Injuries,Other Injuries,Total Injuries,Operator Fatalities,Other Transit Worker Fatalities,Other Fatalities,Total Fatalities,Notes
7R02,7R02-70266,City of Kingman,Rural Reporter,Rural,Kansas Department of Transportation,KS,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R02,7R02-70267,Project Concern,Rural Reporter,Rural,Kansas Department of Transportation,KS,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R02,7R02-70268,Gove County Medical Center,Rural Reporter,Rural,Kansas Department of Transportation,KS,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R02,7R02-77076,Rawlins County ,Rural Reporter,Rural,Kansas Department of Transportation,KS,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R02,7R02-77079,Northeast Kansas Area Agency on Aging,Rural Reporter,Rural,Kansas Department of Transportation,KS,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R02,7R02-77082,Cheyenne County,Rural Reporter,Rural,Kansas Department of Transportation,KS,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R02,7R02-77083,"Multi Community Diversified Services, Inc.",Rural Reporter,Rural,Kansas Department of Transportation,KS,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70063,"Dunklin County Transit Service, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,2,,,,,,0,,,,0,
7R03,7R03-70067,City of Bloomfield,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70085,City of Mount Vernon,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70091,"Southeast Missouri Transportation, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70099,Licking Bridge Builders Senior Center,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70106,"Ray County Transportation, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70114,"Ripley County Transit, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70133,"OATS, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,21,,,,,,8,,,,0,
7R03,7R03-70134,City of Nevada,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70140,"Mississippi County Transit System, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70147,City of New Madrid,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70152,City of Carthage,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70155,City of West Plains,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70162,City of Excelsior Springs,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70165,City of Houston,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70168,"Scott County Transit System, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70177,City of El Dorado Springs,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70189,City of Clinton,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70211,City of Lamar,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70257,Macon Area Chamber of Commerce,Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R03,7R03-70263,"SERVE, Inc.",Rural Reporter,Rural,Missouri Department of Transportation,MO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70058,Sheridan County Public Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70069,Schuyler ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70073,Midland Area Agency ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70074,City Of Sidney ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70076,Blue River AAA,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70079,Grant County,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70081,Mid-Nebraska Community Action,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70095,Fullerton Area Senior Center,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70098,Guide Rock,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70100,Hitch & Hay Public Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70107,Box Butte Co,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70110,Chappell Senior Center,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70112,Southeast Nebraska Community Action Partnership,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70113,Commmunity Memorial Health Center Burwell,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70119,City of Broken Bow,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70121,Butler County Senior Service Program,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70124,Oakland Heights,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70125,City of Neligh ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70126,Perkins County Public Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70127,Ogallala Transit System,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70128,Chase County,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70130,Valley County Hospital,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70143,Hooker Co,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70148,Saline County Area Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70153,City of North Platte,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70156,Community Concern ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70159,Webster County Public Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70160,Eastern Nebraska ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
7R04,7R04-70164,Lancaster Co Rural Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70181,City Of Tecumseh,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70182,Phelps County Senior Citizen,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70183,Scotts Bluff Public Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70192,Loup City,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70193,City of Plainview Handivan,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70194,Cambridge Memorial Hospital,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70198,Harlan Co. Public Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70200,Kimball/Banner Extension Service,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70202,Wolf Memorial Good Samaritan Center,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70203,Morrill County Handi Bus,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70205,Fillmore County,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70212,Cedar County Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70214,City of Columbus Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70216,Avera Creighton Hospital,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70220,Avera St.Anthony's Hospital,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70223,Senior Information Center York,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70232,City Of McCook Public Transit,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70233,Wayne Public Transit ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70234,Central City ,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70244,City of Benkelman,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70246,Seward County Handibus,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70247,City  of Crawford,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70253,Saunders County Transportation,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-70265,City of  Chadron,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
7R04,7R04-77078,Garden County,Rural Reporter,Rural,Nebraska Department of Transportation,NE,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
,80010,"Greeley, City Of",Reduced Reporter,Urban,,,,,,,,3,,,,,,2,,,,0,
,80013,City of Casper,Reduced Reporter,Urban,,,,,,,,3,,,,,,3,,,,0,
,80014,City of Rapid City,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,80015,Shoshone and Arapaho Tribes DOT,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,80016,County of Mesa,Reduced Reporter,Urban,,,,,,,,3,,,,,,2,,,,0,
,80017,Southern Ute Indian Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,80019,Bis-Man Transit Board,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,80020,The City of Cheyenne,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,80026,City of St. George,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,80110,Fargo Park District ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,80292,"Seniors' Resource Center, Inc",Reduced Reporter,Urban,,,,,,,,3,,,,,,2,,,,0,
,80298,Community Coordinated Transportation System,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,88116,Northern Cheyenne Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88122,Oglala Sioux Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88128,Spirit Lake Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88134,Confederated Salish and Kootenai Tribes,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88140,Standing Rock Public Transportation,Reduced Reporter,Tribe,,,,,,,,1,,,,,,1,,,,0,
,88146,Turtle Mountain Band of Chippewa Indian,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88152,Blackfeet Nation Transit Department,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88158,Cheyenne River Sioux Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88164,Chippewa Cree Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88170,Fort Belknap Indian Community,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88176,Lower Brule Sioux Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88188,Crow Tribe of Indians,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88200,Ute Tribe,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
,88201,Sisseton-Wahpeton Oyate,Reduced Reporter,Tribe,,,,,,,,0,,,,,,0,,,,0,
8R01,8R01-80115,Prowers County,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80118,Wet Mountain Valley Rotary Community Service Inc.,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80119,City of Black Hawk,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80150,Gunnison Valley Transportation Authority,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80155,Eagle County Regional Transportation Authority,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,2,,,,,,3,,,,0,
8R01,8R01-80159,Mountain Express,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80161,Summit County,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80162,East Central Council of Local Governments,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80168,Dolores County Senior Services,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80170,Town of Breckenridge,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80186,"Steamboat Springs, City of ",Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80189,"Southern Colorado Community Action Agency, Inc.",Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
8R01,8R01-80201,Montezuma County Public Transportation,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80206,City of Durango,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80221,Northeast Colorado Association of Local Government,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
8R01,8R01-80225,City of La Junta,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
8R01,8R01-80227,Huerfano/Las Animas Council of Governments,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80237,Neighbor to Neighbor Volunteers,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80256,Town of Mountain Village,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80258,City of Glenwood Springs,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80263,Town of Snowmass Village,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80267,"Senior Resource Development Agency, Pueblo, Inc.",Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80274,"The Canon City Golden Age Council, Inc",Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80275,City of Cripple Creek,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80280,Archuleta County Transportation/Mountain Express Transit,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80285,Via Mobility Services,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,7,,,,,,4,,,,0,
8R01,8R01-88215,Montrose County Seniors,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-88225,City of Winter Park,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-88226,Town of Telluride,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-88228,Town of Avon,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-88229,Bent County,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-88230,Teller Senior Coalition,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-88288,"Disability Services, Inc.",Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R01,8R01-88294,San Miguel Authority for Regional Transportation,Rural Reporter,Rural,Colorado Department of Transportation,CO,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80117,Garfield County Council on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80134,Liberty County Council on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80135,Carter County,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80137,Helena Area Transit Service,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80139,Rosebud Community Hospital,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80142,Ravalli County Council on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80144,"Liberty Place, Inc.",Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80164,Sanders County Council on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80166,Urban Transportation District of Dawson County,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80167,Powder River County,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80169,Toole County,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80172,"Lincoln County Transportation Service, Inc.",Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80173,"Mineral County Pioneer Council, Inc.",Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80174,Butte Silver Bow Transit,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
8R02,8R02-80181,Custer County Council on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80183,Valley County Transit,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80184,Lake County Council on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80200,Missoula Ravalli Transportation Management Association,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80204,Opportunity Link,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80205,Daniels Memorial Healthcare Foundation,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80220,Flathead Area IX Agency on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80224,Phillips Transit Authority,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80235,"Human Resource Development Council District IX, Inc.",Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,3,,,,,,1,,,,0,
8R02,8R02-80236,Fergus County Council on Aging,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80254,"Glen-wood, Inc. ",Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80255,Big Sky Transportation District,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,1,,,,,,2,,,,0,
8R02,8R02-80259,Richland County ,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80262,City of Laurel,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-80269,"West Yellowstone Foundation, Inc.",Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-88216,City of Dillon,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-88217,Fallon County ,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-88218,Powell County Public Transportation,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-88293,Park County Windrider Transit,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-88295,"Reach, Inc.",Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R02,8R02-88296,Butte Silver Bow COA,Rural Reporter,Rural,Montana Department of Transportation,MT,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R03,8R03-80114,Stark County Council on Aging / Elder Care ,Rural Reporter,Rural,North Dakota Department of Transportation,ND,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R03,8R03-80122,Devils Lake Transit  (Senior Meals & Services),Rural Reporter,Rural,North Dakota Department of Transportation,ND,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R03,8R03-80124,"James River Senior Citizens Center, Inc.",Rural Reporter,Rural,North Dakota Department of Transportation,ND,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R03,8R03-80125,South Central Adult Services,Rural Reporter,Rural,North Dakota Department of Transportation,ND,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R03,8R03-80129,Pembina County Meals and Transportation,Rural Reporter,Rural,North Dakota Department of Transportation,ND,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
8R03,8R03-80130,Dickey County Senior Citizens,Rural Reporter,Rural,North Dakota Department of Transportation,ND,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
