NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,Element Type,Element Name,Element Count,Lane Miles,Linear Miles,Track Miles,Pre 1930,1930's,Pre 1940,1940's,1950's,1960's,1970's,1980's,1990's,2000's,2010's,2020's,Expected Service Years,Percent Agency Capital Responsibility,Allocation Units,Separate Asset Flag,Shared Capital Responsibility Other Party,Notes
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Double Crossover,10,,,,,,,,,,,,,,,,15,100,Quantity,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Concrete,,,,0.7,0,0,,0,0,0,0,0,0,0,0.7,,75,100,Track Miles,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,2.7,0,0,,0,0,0,0,0,0,0,2.7,,50,100,Track Miles,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Steel Viaduct or Bridge,,,,1.7,0,0,,0,0,0,0,0,0,0,1.7,,75,100,Track Miles,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Grade Crossings,145,,,,,,,,,,,,,,,,10,100,Quantity,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,20,,,,,,,,,,,,,40,100,Track Miles,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,23,9,68,,20,100,Percent,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Rail Crossings,9,,,,,,,,,,,,,,,,20,100,Quantity,N,,"Bagley Diamond
MJ & WV Tie Ins
3 rail crossings per half grand asset
"
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Single Crossover,47,,,,,,,,,,,,,,,,15,100,Quantity,N,,"4 single crossovers per half grand asset
"
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Single Turnout,56,,,,,,,,,,,,,,,,15,100,Quantity,N,,"6 single turnouts per half grand asset
"
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Substation Building,50,,,,0,0,,0,0,0,0,0,20,13,67,,23,100,Percent,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,20,13,67,,23,100,Percent,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,58,,,,,,,,,,,,,40,100,Track Miles,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,1.89,1.89,,,,,,,,,,,,,,,Track Miles,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,27,9,64,,40,100,Percent,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,2.1,,,,,,,,,,,,,,,,,,N,,
80001,Utah Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,46.91,0,0,,0,0,0,0,0,0,0,100,,80,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,At-Grade/In-Street/Embedded,,,,11.27,0,0,,0,0,0,0,0,0,0,100,,80,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Below-Grade/Cut-and-Cover Tunnel,,,,0.07,0,0,,0,0,0,0,0,0,0,100,,80,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Below-Grade/Retained Cut,,,,0.22,0,0,,0,0,0,0,0,0,0,100,,80,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,19.98,,,,,,,,,,,,,30,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Elevated/Concrete,,,,5.34,0,0,,0,0,0,0,0,0,0,100,,80,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Elevated/Retained Fill,,,,6.21,0,0,,0,0,0,0,0,0,0,100,,80,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,0.54,0,0,,0,0,0,0,0,0,0,100,,80,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Grade Crossings,29,,,,,,,,,,,,,,,,15,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,4.76,,,,,,,,,,,,,30,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,0,100,,25,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Single Crossover,27,,,,,,,,,,,,,,,,15,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Single Turnout,47,,,,,,,,,,,,,,,,15,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Substation Building,3,,,,0,0,,0,0,0,0,0,0,0,100,,75,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,0,100,,25,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,45.84,,,,,,,,,,,,,30,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,2.27,2.27,,,,,,,,,,,,,,,Track Miles,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,0,100,,25,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,110.2,0,0,,0,0,0,0,0,6.7,73.9,29.6,,80,100,Track Miles,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,9.3,0,0,,0,0,0,0,0,5.3,1.8,2.2,,80,100,Track Miles,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,44.2,,,,,,,,,,,,,30,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Double Crossover,52,,,,,,,,,,,,,,,,15,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Elevated/Concrete,,,,4.5,0,0,,0,0,0,0,0,0,2.4,2.1,,80,100,Track Miles,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,6.7,0,0,,0,0,0,0,0,0.3,3.7,2.7,,80,100,Track Miles,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Grade Crossings,40,,,,,,,,,,,,,,,,15,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,13.4,,,,,,,,,,,,,30,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,17,50,33,,25,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Single Crossover,43,,,,,,,,,,,,,,,,15,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Single Turnout,150,,,,,,,,,,,,,,,,15,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Substation Building,64,,,,0,0,,0,0,0,0,0,7,28,29,,75,100,Quantity,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,11,46,43,,25,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,64.4,,,,,,,,,,,,,30,100,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,3.33,3.33,,,,,,,,,,,,,,,Track Miles,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,10,44,46,,25,100,Percent,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,25.3,,,,,,,,,,,,,,,,,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,1.9,,,,,,,,,,,,,,,,,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,25.3,,,,,,,,,,,,,,,,,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,0,,,,,,,,,,,,,,,,,,N,,
80006,Denver Regional Transportation District,Full Reporter,,,Urban,MB,PT,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
80011,City of Fort Collins,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,5.9,,,,,,,,,,,,,,,,,,N,,
80011,City of Fort Collins,Full Reporter,,,Urban,RB,DO,,Exclusive Fixed Guideway,,5.9,,,,,,,,,,,,,,,,,,N,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,0.5,,,,,,,,,,,,,,,,,,N,,
90002,City and County of Honolulu,Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,34.7,,,,,,,,,,,,,,,,,,N,,
90002,City and County of Honolulu,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,1.2,,,,,,,,,,,,,,,,,,N,,
90002,City and County of Honolulu,Full Reporter,,,Urban,MB,PT,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,135.43,0,0,,0,0,46,0,0,39.2,0,14.8,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,At-Grade/In-Street/Embedded,,,,12.34,0,0,,0,0,23,0,0,77,0,0,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,40.92,0,0,,0,0,70,0,0,30,0,0,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,1.74,0,0,,0,0,0,0,0,31.1,0,68.9,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Below-Grade/Retained Cut,,,,0.74,0,0,,0,0,0,0,0,33.3,0,66.7,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Below-Grade/Submerged Tube,,,,6.5,0,0,,0,0,100,0,0,0,0,0,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,94.75,,,,,,,,,,,,,20,100,,N,,"16% 2000' or less = 10 years life, 60% 2001' to 6000' = 20 years life, 23% 6001' or greater = 30 years life"
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Double Crossover,9,,,,,,,,,,,,,,,,15,100,,N,,"45% 51or greater cycles/day = 10 years life, 35% 11 to 50 cycles/day = 20 years life, 20% 0 to 10 cycles/day = 30 years life"
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Elevated/Concrete,,,,36.06,0,0,,0,0,91,0,0,9,0,0,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,23.9,0,0,,0,0,100,0,0,0,0,0,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,36.35,,,,,,,,,,,,,40,100,,N,,Includes tangent and curves.
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Single Crossover,94,,,,,,,,,,,,,,,,15,100,,N,,"68% 51or greater cycles/day = 10 years life, 21% 11 to 50 cycles/day = 20 years life, 11% 0 to 10 cycles/day = 30 years life"
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Single Turnout,298,,,,,,,,,,,,,,,,15,100,,N,,"62% 51or greater cycles/day = 10 years life, 19% 11 to 50 cycles/day = 20 years life, 19% 0 to 10 cycles/day = 30 years life"
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Substation Building,87,,,,0,0,,0,0,0,32,4,19,20,12,,30,100,Quantity,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,0,33.6,5.3,27.9,22.5,10.7,,30,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,126.51,,,,,,,,,,,,,40,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,64,0,12,20,4,,10,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,1.01,1.01,,,,,,,,,,,,,,,Track Miles,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,62.2,2.2,21.4,6.3,7.9,,14,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,At-Grade/In-Street/Embedded,,,,0.6,0,0,,0,0,0,0,0,0,0,100,,30,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Below-Grade/Retained Cut,,,,0.6,0,0,,0,0,0,0,0,0,0,100,,30,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Curve - Revenue Service,,,,3.6,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Elevated/Concrete,,,,5.03,0,0,,0,0,0,0,0,0,0,100,,30,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Non-Revenue Service,,,,0.03,,,,,,,,,,,,,30,100,,N,,The track miles consists of the two tracks leading into and within the storage facility.
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Single Crossover,2,,,,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Single Turnout,2,,,,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,0,100,,30,100,Percent,N,,"At the request of FTA the propulsion mechanism and cables for this service are considered Substation Equipment. The propulsion mechanism has an expected useful life of 30 years, while the cables have an expected life of 7 years."
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Tangent - Revenue Service,,,,2.6,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,MG,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,0,100,,30,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,At-Grade/Ballast (including expressway),,,,18.99,0,0,,0,0,0,0,0,0,0,100,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,At-Grade/In-Street/Embedded,,,,0.13,0,0,,0,0,0,0,0,0,0,100,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,0.06,0,0,,0,0,0,0,0,0,0,100,,100,100,Percent,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Curve - Revenue Service,,,,6.49,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Grade Crossings,13,,,,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Non-Revenue Service,,,,2.11,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Single Crossover,8,,,,,,,,,,,,,,,,25,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Single Turnout,2,,,,,,,,,,,,,,,,25,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Tangent - Revenue Service,,,,10.57,,,,,,,,,,,,,30,100,,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,,,Urban,YR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,0,100,,18,100,Percent,N,,
90008,City of Santa Monica,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,0.6,,,,,,,,,,,,,,,,,,N,,
90010,City of Torrance,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
90010,City of Torrance,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,0,,,,,,,,,,,,,,,,,,N,,
90010,City of Torrance,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,42.94,0,0,,0,0,0,0,8.56,15.55,18,0.83,,100,100,Track Miles,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,12.43,0,0,,0,0,0,0,7.73,2.45,2.2,0.05,,30,100,Track Miles,N,,"Expected service Years: 30 Embedded, 20 Pannelled, 100 Other (all at-grade/in-street)"
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,0.45,0,0,,0,0,0,0,0,0.13,0.32,0,,100,100,Track Miles,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Below-Grade/Retained Cut,,,,1.36,0,0,,0,0,0,0,0.39,0.71,0.26,0,,100,100,Track Miles,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,7.07,0,0,,0,0,0,0,14,49,37,0,,50,100,Percent,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Double Crossover,9,,,,0,0,,0,0,0,0,1,3,4,1,,35,100,Quantity,N,,Expected service Years vary 30 and 40
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Concrete,,,,2.68,0,0,,0,0,0,0,0,0,2.68,0,,80,100,Track Miles,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,17.46,0,0,,0,0,0,0,0,17.46,0,0,,80,100,Track Miles,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Steel Viaduct or Bridge,,,,2.71,0,0,,0,0,0,0,0.53,1.57,0.61,0,,80,100,Track Miles,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Grade Crossings,168,,,,0,0,,0,0,0,0,44,23,31,2,,30,100,Percent,N,,"Expected service Years: Most of Embedded = 30, Panelled 20"
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,3.5,0,0,,0,0,0,0,65,0,35,0,,50,100,Percent,N,,"Expected service Years vary per sections 30, 40, 50, 70"
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,27,44,29,0,,40,100,Percent,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Single Crossover,28,,,,0,0,,0,0,0,0,12,14,1,1,,30,100,Quantity,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Single Turnout,90,,,,0,0,,0,0,0,0,48,14,28,0,,40,100,Quantity,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Substation Building,33,,,,0,0,,0,0,0,0,2,13,10,8,,30,100,Quantity,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,6.1,39.4,30.3,24.2,,30,100,Percent,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,72.95,0,0,,0,0,0,0,21,44,35,0,,70,100,Percent,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,0.74,0.74,,,,,,,,,,,,,,,Track Miles,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,23,46,31,0,,40,100,Percent,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,214.7,,,,,,,,,,,,,,,,,,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,1.1,,,,,,,,,,,,,,,,,,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,,,Urban,MB,PT,,Exclusive High-Intensity Busway,,33.1,,,,,,,,,,,,,,,,,,N,,
90014,Alameda-Contra Costa Transit District,Full Reporter,,,Urban,CB,DO,,Exclusive High-Intensity Busway,,56.5,,,,,,,,,,,,,,,,,,N,,
90014,Alameda-Contra Costa Transit District,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,0.3,,,,,,,,,,,,,,,,,,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,At-Grade/In-Street/Embedded,,,,9.12,0,0,,0,0,0,0,100,0,0,0,,50,100,Percent,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Curve - Revenue Service,,,,0.37,,,,,,,,,,,,,40,100,,N,,1/4 miles
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Grade Crossings,77,,,,,,,,,,,,,,,,40,100,,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Non-Revenue Service,,,,0.04,,,,,,,,,,,,,50,100,,N,,200 feet (Powell & Mason)
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Rail Crossings,5,,,,,,,,,,,,,,,,50,100,,N,,Each diamond counted as a crossing
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Single Crossover,10,,,,,,,,,,,,,,,,40,100,,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Single Turnout,6,,,,,,,,,,,,,,,,40,100,,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,100,0,0,0,,40,100,Percent,N,,"Cable Car lines are driven by electric gear boxes.  There are four gear boxes driving cables 18 miles of cables through the system, providing the traction power for the cable cars."
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Tangent - Revenue Service,,,,8.71,,,,,,,,,,,,,50,100,,N,,All CC tracks are at-grade and embedded.
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,CC,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,100,0,0,0,,40,100,Percent,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,4.22,0,0,,0,0,0,0,60,20,10,10,,50,100,Percent,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,49.6,0,0,,0,0,0,0,40,40,10,10,,50,100,Percent,N,,FY2019 added 3.60 miles of non-revenue tangent track in Metro East and Metro Green Yards; and 3.6 miles of non-revenue curved tracks.
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,12.54,0,0,,0,0,0,0,50,0,50,0,,50,100,Percent,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,2.37,0,0,,0,0,0,0,50,0,50,0,,50,100,Percent,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Below-Grade/Retained Cut,,,,0.27,0,0,,0,0,0,0,0,0,100,0,,50,100,Percent,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,2.02,,,,,,,,,,,,,30,100,,N,,There is 2.02 miles of curves (R<200') in revenue areas.
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Double Crossover,7,,,,,,,,,,,,,,,,30,100,,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Grade Crossings,335,,,,,,,,,,,,,,,,30,100,,N,,We have two UP Crossings with gates on Third Street.
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Lapped Turnout,2,,,,,,,,,,,,,,,,30,100,,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,7.2,,,,,,,,,,,,,30,100,,N,,Includes 3.60 miles of non-revenue tangent tracks and 3.60 miles of non-revenue curved tracks.
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,88,9,3,,40,100,Percent,N,,
90015,City and County of San Francisco,Full Reporter,,,Urban,LR,DO,,Rail Crossings,60,,,,,,,,,,,,,,,,30,100,,N,,This includes all diamonds in the system.  There are 4 diamonds that are related to two Muni and Union Pacific grade crossings.
