Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type,Row Number
70185,North Iowa Area Council of Governments,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1672
70186,Greenwood County Council on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1673
70187,"Twin Rivers Developmental Supports, Inc.",Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1674
70189,City of Clinton,Rural Reporter,Rural,7R03,Missouri Department of Transportation,State Reporter,1675
70191,City of Phillipsburg,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1676
70192,Loup City,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1677
70193,City of Plainview Handivan,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1678
70194,Cambridge Memorial Hospital,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1679
70195,Northeast Iowa Community Action Corporation,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1680
70196,Republic County Transportation,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1681
70197,Lane County Transportation,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1682
70198,Harlan Co. Public Transit,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1683
70199,Logan County Hospital,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1684
70200,Kimball County Public Transit,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1685
70201,"Independence, Inc.",Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1686
70202,Wolf Memorial Good Samaritan Center,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1687
70203,Morrill County Handi Bus,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1688
70204,Anderson County Council on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1689
70205,Blue Valley Community Action Partnership,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1690
70206,Kingman County Council on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1691
70208,Marshall County Agency on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1692
70209,"Four County Mental Health, Inc.",Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1693
70210,Rice County Council on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1694
70211,City of Lamar,Rural Reporter,Rural,7R03,Missouri Department of Transportation,State Reporter,1695
70212,Cedar County Transit,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1696
70213,Nemaha County Transit,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1697
70214,City of Columbus Transit,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1698
70215,City of Goodland,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1699
70216,Avera Creighton Hospital,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1700
70217,Southeast Iowa Regional Planning Commission,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1701
70218,Wabaunsee County General Public Transportation,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1702
70219,Region Six Planning Commission/PeopleRides,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1703
70220,Avera St.Anthony's Hospital,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1704
70221,Southern Iowa Trolley,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1705
70222,Coffey County Transportation,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1706
70223,Senior Information Center York,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1707
70224,Region XII Council of Governments/WITS,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1708
70225,Franklin County Aging Services,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1709
70226,Class LTD,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1710
70227,City of Liberal,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1711
70228,Harper County Department on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1712
70232,City Of McCook Public Transit,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1713
70233,Wayne Public Transit ,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1714
70235,"Cowley County Council on Aging, Inc.",Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1715
70238,Harvey County Department on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1716
70240,Regional Transit Authority/RIDES,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1717
70241,City of Russell,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1718
70242,10-15 Regional Transit Agency,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1719
70245,Community Senior Service Center,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1720
70246,Seward County Handibus,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1721
70247,City  of Crawford,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1722
70248,Lyon County Area Transportation,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1723
70250,Clay County Task Force,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1724
70253,Saunders County Transportation,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1725
70255,"Solomon Valley Transportation, Inc.",Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1726
70256,MIDAS Council of Governments,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1727
70257,Macon Area Chamber of Commerce,Rural Reporter,Rural,7R03,Missouri Department of Transportation,State Reporter,1728
70258,Southwest Iowa Planning Council /SW Iowa Transit,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1729
70259,Futures Unlimited,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1730
70260,City of Mason City,Rural Reporter,Rural,7R01,Iowa Department of Transportation,State Reporter,1731
70263,"SERVE, Inc.",Rural Reporter,Rural,7R03,Missouri Department of Transportation,State Reporter,1732
70265,City of  Chadron,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1733
70266,City of Kingman,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1734
70267,Project Concern,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1735
70268,Gove County Medical Center,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1736
70274,City of Grand Island,Planning Reporter,Urban,7R04,Nebraska Department of Transportation,State Reporter,1737
77063,Ponca Tribe of Nebraska,Reduced Reporter,Tribe,7R04,Nebraska Department of Transportation,State Reporter,1738
77069,Santee Sioux Nation,Reduced Reporter,Tribe,7R04,Nebraska Department of Transportation,State Reporter,1739
77075,Prairie Band Potawatomi Nation,Reduced Reporter,Tribe,7R02,Kansas Department of Transportation,State Reporter,1740
77076,Rawlins County ,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1741
77078,Garden County,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1742
77079,Northeast Kansas Area Agency on Aging,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1743
77082,Cheyenne County,Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1744
77083,"Multi Community Diversified Services, Inc.",Rural Reporter,Rural,7R02,Kansas Department of Transportation,State Reporter,1745
77085,Nance Trans,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1746
77086,New Bourbon Regional Port Authority,Rural Reporter,Rural,7R03,Missouri Department of Transportation,State Reporter,1747
77087,Callaway District Hospital,Rural Reporter,Rural,7R04,Nebraska Department of Transportation,State Reporter,1748
80003,City of Fargo,Full Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter,1749
80007,City of Pueblo,Full Reporter,Urban,8R01,Colorado Department of Transportation,State Reporter,1750
80008,Cities Area Transit,Full Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter,1751
80013,City of Casper,Reduced Reporter,Urban,8R05,Wyoming Department of Transportation,State Reporter,1752
80014,City of Rapid City,Reduced Reporter,Urban,8R04,South Dakota Department of Transportation,State Reporter,1753
80018,Fort Peck Tribes ,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter,1754
80019,Bis-Man Transit Board,Reduced Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter,1755
80020,The City of Cheyenne,Reduced Reporter,Urban,8R05,Wyoming Department of Transportation,State Reporter,1756
80025,"City of Loveland, Colorado",Full Reporter,Urban,8R01,Colorado Department of Transportation,State Reporter,1757
80026,City of St. George,Reduced Reporter,Urban,8R06,Utah Department of Transportation,State Reporter,1758
80110,Fargo Park District ,Reduced Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter,1759
80112,"SESDAC, Inc ",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1760
80114,Stark County Council on Aging / Elder Care ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1761
80115,Prowers County,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1762
80116,City of Mitchell - Palace Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1763
80117,Garfield County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1764
80118,"Wet Mountain Valley Rotary Community Service, Inc.",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1765
80119,City of Black Hawk,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1766
80120,"South Big Horn Senior Citizens, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1767
80121,Fremont County Association of Governments,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1768
80122,Devils Lake Transit  (Senior Meals & Services),Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1769
80124,"James River Senior Citizens Center, Inc.",Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1770
80125,South Central Adult Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1771
80126,City of Aberdeen - Aberdeen Ride Line,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1772
80127,Shoshoni Senior Citizens Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1773
80129,Pembina County Meals and Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1774
80130,Dickey County Senior Citizens,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1775
80131,"High Country Senior Citizens, Inc",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1776
80132,"Crook County Senior Services, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1777
80134,Liberty County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1778
80135,Carter County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1779
80137,"Helena, City of",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1780
80139,Rosebud Community Hospital,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1781
80140,University of Wyoming,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1782
80142,Ravalli County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1783
80143,Diversified Services Inc.,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1784
80144,"Liberty Place, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1785
80148,Upper Arkansas Area Council of Governments,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1786
80150,Gunnison Valley Transportation Authority,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1787
80151,Buffalo Senior Center Inc,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1788
80152,Nutrition United,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1789
80153,People's Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1790
80154,City of Brandon - Brandon City Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1791
80155,Eagle County Regional Transportation Authority,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1792
80159,Mountain Express,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1793
80160,Williston Council for the Aging ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1794
80161,Summit County,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1795
80162,East Central Council of Local Governments,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1796
80163,Campbell County Senior Citizens Association Inc,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1797
80164,Sanders County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1798
80166,Urban Transportation District of Dawson County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1799
80167,Powder River County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1800
80168,Dolores County Senior Services,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1801
80169,Toole County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1802
80170,Town of Breckenridge,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1803
80171,CCTS d/b/a River Cities Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1804
80172,"Lincoln County Transportation Service, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1805
80173,"Mineral County Pioneer Council, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1806
80174,Butte Silver Bow Transit,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1807
80178,Kemmerer Senior Citizens Association,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1808
80179,City of Burlington,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1809
80180,Senior Center of Jackson Hole,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1810
80181,Custer County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1811
80182,Rural Office of Community Services,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1812
80183,Valley County Transit,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1813
80184,Lake County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1814
80185,Riverton Senior Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1815
80186,"Steamboat Springs, City of ",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1816
80187,Brookings Area Transit Authority,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1817
80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1818
80189,"Southern Colorado Community Action Agency, Inc.",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1819
80190,"East Dakota Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1820
80193,Senior Citizens Council,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1821
80196,Kenmare Wheels & Meals,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1822
80199,"North Big Horn Senior Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1823
80200,Missoula Ravalli Transportation Management Association,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1824
80201,Montezuma County Public Transportation,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1825
80202,Town of Berthoud,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1826
80203,Ten Sleep Senior Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1827
80204,Opportunity Link,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1828
80205,Daniels Memorial Healthcare Foundation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1829
80206,City of Durango,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1830
80209,"Hot Springs County Senior Citizens Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1831
80211,Town of Limon,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1832
80216,Converse County Aging Services,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1833
80217,"Niobrara Senior Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1834
80218,Sweetwater Transit Authority Resources,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1835
80220,Flathead County Public Transportation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1836
80221,Northeast Colorado Association of Local Governments,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1837
80222,Meeteetse Recreation District,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1838
80223,"Lander Senior Citizens Center, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1839
80224,Phillips Transit Authority,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1840
80225,City of La Junta,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1841
80227,Huerfano/Las Animas Council of Governments,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1842
80228,Kidder-Emmons County Senior Services ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1843
80233,Cavalier County Senior Meals & Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1844
80235,"Human Resource Development Council District IX, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1845
80236,Fergus County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1846
80237,Neighbor to Neighbor Volunteers,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1847
80238,West River Transit,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1848
80248,Cedar Area Transportation Service,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter,1849
80249,Benson County Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1850
80252,Eppson Center for Seniors,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1851
80253,"West River Transit Authority, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1852
80254,"Glen-wood, Inc. ",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1853
80255,Big Sky Transportation District,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1854
80256,Town of Mountain Village,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1855
80257,"Uinta Senior Citizens, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1856
80258,City of Glenwood Springs,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1857
80259,Richland County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1858
80260,Basin Transit Association ,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter,1859
80261,Can-Do Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1860
80262,City of Laurel,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1861
80263,Town of Snowmass Village,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1862
80264,"Cody Council on Aging, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1863
80265,"Southwest Sublette County Pioneers, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1864
80267,"Senior Resource Development Agency, Pueblo, Inc.",Reduced Reporter,Urban,8R01,Colorado Department of Transportation,State Reporter,1865
80268,Southwest Transportation Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1866
80269,"West Yellowstone Foundation, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1867
80270,Golden Valley/Billings County Council On Aging,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1868
80271,"Yankton Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter,1869
80272,Thayne Senior Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1870
80274,"The Canon City Golden Age Council, Inc",Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1871
80275,City of Cripple Creek,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1872
80278,"Carbon County Senior Services, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1873
80280,Archuleta County Transportation/Mountain Express Transit,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1874
80284,Park City Municipal Corporation,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter,1875
80285,Via Mobility Services,Full Reporter,Urban,8R01,Colorado Department of Transportation,State Reporter,1876
80287,Goshen County Senior Friendship Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1877
80288,Weston County Senior Services,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1878
80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1879
80290,Hazen Busing Project,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1880
80293,Rehabilitation Enterprises of North Eastern Wyoming (RENEW),Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1881
80294,"Star Valley Senior Citizens, Inc",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1882
80296,Walsh County Transportation Program ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1883
80298,Community Coordinated Transportation System,Reduced Reporter,Urban,8R04,South Dakota Department of Transportation,State Reporter,1884
80301,Rendezvous Pointe,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1885
80302,Souris Basin Transit,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1886
80303,City of Minot ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1887
80304,"Services for Seniors, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1888
88134,Confederated Salish and Kootenai Tribes,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter,1889
88140,Standing Rock Public Transportation,Reduced Reporter,Tribe,8R03,North Dakota Department of Transportation,State Reporter,1890
88146,Turtle Mountain Band of Chippewa Indian,Reduced Reporter,Tribe,8R03,North Dakota Department of Transportation,State Reporter,1891
88152,Blackfeet Nation Transit Department,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter,1892
88158,Cheyenne River Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter,1893
88164,Chippewa Cree Tribe,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter,1894
88176,Lower Brule Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter,1895
88182,Rosebud Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter,1896
88188,Crow Tribe of Indians,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter,1897
88194,Yankton Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter,1898
88200,Ute Tribe,Reduced Reporter,Tribe,8R06,Utah Department of Transportation,State Reporter,1899
88201,Sisseton-Wahpeton Oyate,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter,1900
88213,Lake County CO,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1901
88215,Montrose County Seniors,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1902
88216,City of Dillon,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1903
88217,Fallon County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1904
88218,Powell County Public Transportation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter,1905
88219,"Powell Senior Citizens Ago-Go, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1906
88222,Wildrose Public Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter,1907
88223,Warm Valley Senior Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1908
88224,Washakie County Senior Citizens Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter,1909
88225,City of Winter Park,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1910
88226,Town of Telluride,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1911
88227,Memorial Hospital of Laramie County  ,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter,1912
88228,Town of Avon,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1913
88229,Bent County,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1914
88230,Teller Senior Coalition,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1915
88233,Uintah Healthcare Special Service District,Reduced Asset Reporter,Asset,8R06,Utah Department of Transportation,State Reporter,1916
88236,Washington County   (on behalf of Council On Aging),Reduced Asset Reporter,Asset,8R06,Utah Department of Transportation,State Reporter,1917
88239,High Valley Transit District,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter,1918
88242,Sevier County ,Reduced Asset Reporter,Asset,8R06,Utah Department of Transportation,State Reporter,1919
88245,Piute County Senior Citizen Center,Reduced Asset Reporter,Asset,8R06,Utah Department of Transportation,State Reporter,1920
88253,Kane County Senior Citizens Improvement Corp,Reduced Asset Reporter,Asset,8R06,Utah Department of Transportation,State Reporter,1921
88265,Common Ground Outdoor Adventures,Reduced Asset Reporter,Asset,8R06,Utah Department of Transportation,State Reporter,1922
88268,Cache Employment & Training Center (CETC),Reduced Asset Reporter,Asset,8R06,Utah Department of Transportation,State Reporter,1923
88278,Baca County Seniors Van,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1924
88279,City and County of Broomfield,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1925
88280,"Lakewood Rides, City of Lakewood",Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1926
88281,Town of Estes Park,Rural Reporter,Rural,8R01,Colorado Department of Transportation,State Reporter,1927
88282,Littleton Omnibus,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1928
88283,El Paso Fountain Valley Senior Citizens Program,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1929
88284,Silver Key Senior Services,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1930
88286,Mountain Family Center,Reduced Asset Reporter,Asset,8R01,Colorado Department of Transportation,State Reporter,1931
