NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS, Bio-Diesel , Bunker Fuel , C Natural Gas , Diesel Fuel , Electric Battery , Electric Propulsion , Ethanol , Methanol , Gasoline , Hydrogen , Kerosene , Liquified Nat Gas , Liquified Petroleum Gas , Other Fuel , Other Fuel Description 
50198,Medina County Public Transit,Full Reporter,Urban,MB,DO,,,,,,,,,20000,,,,,,
50199,Delaware County Transit Board,Full Reporter,Urban,DR,DO,0,,,3584,,,,,77067,,,,,,
50204,Jackson County Mass Transit District,Full Reporter,Urban,MB,DO,0,,,3243,,,,,55297,,,,,,
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,MB,PT,0,,,23700,,,,,,,,,,,
50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,VP,PT,,,,,,,,,40175,,,,,,
50211,Rides Mass Transit District,Full Reporter,Urban,MB,DO,19397,,,156938,,,30290,,272608,,,,,,
50213,M-1 Rail,Full Reporter,Urban,SR,DO,,,,,,2268532,,,,,,,,,
50342,LINK Hendricks County,Full Reporter,Urban,DR,DO,,,,,,,,,41082,,,,,,
50515,University of Minnesota Transit,Full Reporter,Urban,DR,DO,,,,,,,,,1970,,,,,,
50515,University of Minnesota Transit,Full Reporter,Urban,MB,PT,0,,,112491,,,,,17788,,,,,,
50516,City of Plymouth,Full Reporter,Urban,DR,PT,0,,,3299,,,,,31287,,,,,,
50516,City of Plymouth,Full Reporter,Urban,MB,PT,0,,,109099,,,,,,,,,,,
50517,City of Maple Grove,Full Reporter,Urban,DR,PT,0,,,391,,,,,32195,,,,,,
50518,SouthWest Transit,Full Reporter,Urban,DR,PT,0,,,19748,17529,,,,65009,,,,,,
50518,SouthWest Transit,Full Reporter,Urban,MB,PT,0,,,182052,,,,,,,,,,,
50519,Minnesota Valley Transit Authority,Full Reporter,Urban,DR,PT,15371,,,0,,,,,78848,,,,,,
50519,Minnesota Valley Transit Authority,Full Reporter,Urban,MB,PT,787999,,,0,,,,,,,,,,,
50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,FB,DO,0,,,1174,,,,,,,,,,,
50522,Lake Erie Transportation Commission,Full Reporter,Urban,DR,DO,0,,,19672,,,,,1583,,,,,,
50522,Lake Erie Transportation Commission,Full Reporter,Urban,MB,DO,0,,,32631,,,,,2387,,,,,,
55311,City of Cincinnati,Full Reporter,Urban,SR,PT,,,,,,1521941,,,,,,,,,
55312,City of Milwaukee,Full Reporter,Urban,SR,PT,,,,,,855840,,,,,,,,,
60006,City of El Paso,Full Reporter,Urban,DR,PT,,,241636,,,,,,13261,,,,,,
60006,City of El Paso,Full Reporter,Urban,MB,DO,,,1709209,,,,,,,,,,,,
60006,City of El Paso,Full Reporter,Urban,SR,DO,,,,,,301977,,,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,CR,PT,0,,,615453,,,,,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,DO,,,197534,,,,,,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,244640,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,DO,,,1770062,,195495,,,,25291,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,PT,,,38360,,,,,,,,,,,,
60007,Fort Worth Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,112790,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,DO,0,,,1183568,,,,,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,PT,0,,,399799,,,,,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,DR,PT,,,,,,,,,2127401,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,LR,DO,,,,,,21545505,,,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,DO,0,,2154980,5417288,,,,,156254,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,PT,0,,,1953644,,,,,0,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,RB,DO,0,,,143211,,,,,,,,,,,
60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,VP,DO,,,,,,,,,126167,,,,,,
60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,DR,DO,0,,,3966,,,,,36349,,,,,,
60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,MB,DO,0,,328187,191223,,,,,18597,,,,,,
60010,City of Lubbock,Full Reporter,Urban,DR,DO,0,,,1713,,,,,106745,,,,,,
60010,City of Lubbock,Full Reporter,Urban,MB,DO,0,,,347403,35741,,,,,,,,,,
60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO,,,,,,,,,288510,,,,783212,,
60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT,,,,,,,,,416907,,,,,,
60011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO,0,,5288837,379353,,,,,,,,,,,
60011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT,,,,,,,,,147836,,,,,,
60012,City of Waco,Full Reporter,Urban,DR,DO,0,,,64174,,,,,39947,,,,,,
60012,City of Waco,Full Reporter,Urban,MB,DO,0,,,142342,,,,,,,,,,,
60014,City of Brownsville ,Full Reporter,Urban,DR,DO,,,,,,,,,28426,,,,,,
60014,City of Brownsville ,Full Reporter,Urban,MB,DO,0,,,191613,,,,,4848,,,,,,
60015,City of Galveston ,Full Reporter,Urban,MB,DO,0,,,38954,,,,,15755,,,,,,
60015,City of Galveston ,Full Reporter,Urban,SR,DO,,,,,,,,,,,,,,5143, Diesel 
60016,City of Beaumont,Full Reporter,Urban,DR,PT,0,,6812,22317,,,,,,,,,,,
60016,City of Beaumont,Full Reporter,Urban,MB,PT,,,220675,,,,,,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,DR,DO,0,,7829,53233,,,,,4389,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,FB,PT,0,,,3443,,,,,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,DO,0,,419394,374683,56533,,,,,,,,,,
60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,SR,PT,,,,,,1594300,,,,,,,,,
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,DR,PT,,,173245,,,,,,22098,,,,,,
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,DO,0,,495771,38990,17732,,,,,,,,,,
60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,PT,,,49106,,,,,,,,,,,,
60019,City of Albuquerque,Full Reporter,Urban,DR,DO,,,,,,,,,226172,,,,,,
60019,City of Albuquerque,Full Reporter,Urban,MB,DO,0,,207621,711757,41205,,,,83653,,,,,,
60019,City of Albuquerque,Full Reporter,Urban,RB,DO,0,,,294296,,,,,,,,,,,
60022,Capital Area Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,93634,,,,,,
60022,Capital Area Transit System,Full Reporter,Urban,MB,DO,0,,,697395,914,,,,,,,,,,
60024,City of Shreveport,Full Reporter,Urban,DR,DO,,,,,,,,,80241,,,,,,
60024,City of Shreveport,Full Reporter,Urban,MB,DO,,,274529,,222103,,,,143701,,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,179356,,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,FB,PT,0,,,134850,,,,,,,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,MB,DO,1527165,,,0,,,,,,,,,,,
60032,New Orleans Regional Transit Authority,Full Reporter,Urban,SR,DO,,,,,,2880880,,,,,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,137858,,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,22031,,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,428043,60411,,,,,,,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,SR,DO,,,,,,251820,,,,,,,,,
60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,7220,,,,,,
60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,DR,PT,,,,,,,,,22695,,,,,,
60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,MB,DO,0,,111847,61257,,,,,,,,,,,
60041,City of Arlington,Full Reporter,Urban,DR,DO,0,,,6153,,,,,18055,,,,,,
60041,City of Arlington,Full Reporter,Urban,DR,PT,,,,,,,,,66304,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,CB,PT,0,,,151782,,,,,,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,DR,PT,0,,,230151,,,,,460243,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,MB,PT,0,,,3881130,442421,,,,27203,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,109295,,,,,,
60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,YR,PT,0,,,268921,,,,,,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,54427,,,,,,129802,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,590394,96937,,,,,14820,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,42246,,,,,,53853,,,,,,
60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,40101,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,CR,PT,0,,,1460507,,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,DR,PT,,,0,,,,,,0,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,LR,DO,,,,,,116409749,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,MB,DO,,,7851380,,250496,,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,SR,DO,,,,,,641477,,,,,,,,,
60056,Dallas Area Rapid Transit,Full Reporter,Urban,VP,PT,,,,,,,,,3518,,,,,,
60059,Brazos Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,186060,,,,,,
60059,Brazos Transit District,Full Reporter,Urban,MB,DO,0,,,103873,,,,,31787,,,,,,
60077,City of Santa Fe,Full Reporter,Urban,DR,DO,,,55469,,,,,,9451,,,,,,
60077,City of Santa Fe,Full Reporter,Urban,MB,DO,0,,129427,3080,,,,,,,,,,,
60088,Jefferson Parish,Full Reporter,Urban,DR,PT,,,,,,,,,,,,,110323,,
60088,Jefferson Parish,Full Reporter,Urban,MB,PT,414008,,,0,,,,,,,,,,,
60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,DR,DO,,,,,,,,,19743,,,,,,
60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,MB,DO,0,,,171542,,,,,158641,,,,,,
60091,Hill Country Transit District,Full Reporter,Urban,DR,DO,0,,,25785,,,,,158092,,,,,,
60091,Hill Country Transit District,Full Reporter,Urban,MB,DO,0,,,97461,,,,,6218,,,,,,
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,CB,DO,0,,,9920,,,,,47840,,,,,,
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,DR,DO,,,,,,,,,101289,,,,,,
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,MB,DO,,,,,,,,,41533,,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,34123,,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,103123,,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,180301,,,,,21601,,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,97199,,,,,,
60101,Denton County Transportation Authority,Full Reporter,Urban,YR,PT,0,,,244100,,,,,,,,,,,
60102,Concho Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,134405,,,,,,
60102,Concho Valley Transit District,Full Reporter,Urban,MB,DO,0,,,2412,,,,,59961,,,,,,
60103,"Fort Bend County, Texas",Full Reporter,Urban,CB,PT,0,,,66600,,,,,8318,,,,,,
60103,"Fort Bend County, Texas",Full Reporter,Urban,DR,PT,0,,,0,,,,,150804,,,,,,
60107,"Texoma Area Paratransit System, Inc",Full Reporter,Urban,DR,PT,,,,,,,,,57973,,,,,,
60108,Harris County,Full Reporter,Urban,CB,PT,0,,,14056,,,,,,,,,,,
60108,Harris County,Full Reporter,Urban,MB,PT,,,,,,,,,137046,,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,PT,0,,,43700,,,,,,,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,CR,PT,1009440,,,0,,,,,,,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,61119,,,,,,
60111,Rio Metro Regional Transit District,Full Reporter,Urban,MB,DO,,,,,,,,,24344,,,,,,
60114,STAR Transit,Full Reporter,Urban,DR,DO,,,,,,,,,184182,,,,,,
60114,STAR Transit,Full Reporter,Urban,MB,DO,,,,,,,,,27521,,,,,,
60130,Alamo Area Council of Governments,Full Reporter,Urban,DR,DO,,,,,,,,,258554,,,,,,
60133,McKinney Avenue Transit Authority,Full Reporter,Urban,SR,DO,,,,,,301900,,,,,,,,,
60134,The Woodlands Township,Full Reporter,Urban,CB,PT,0,,,185692,,,,,,,,,,,
60134,The Woodlands Township,Full Reporter,Urban,MB,DO,,,,,,,,,,,,,34620,,
60269,Texas State University,Full Reporter,Urban,MB,PT,0,,,202635,,,,,,,,,,,
60270,City of McKinney,Full Reporter,Urban,DR,PT,,,,,,,,,10977,,,,,,
60276,Plaquemines Port Harbor Terminal District,Full Reporter,Urban,FB,DO,0,,,254000,,,,,,,,,,,
66339,New Mexico Department of Transportation,Full Reporter,Urban,VP,PT,,,,,,,,,71200,,,,,,
70001,City of Lincoln,Full Reporter,Urban,DR,DO,,,42397,,,,,,22612,,,,,,
70001,City of Lincoln,Full Reporter,Urban,MB,DO,0,,206577,55173,247712,,,,,,,,,,
70002,Transit Authority of Omaha,Full Reporter,Urban,DR,DO,,,20464,,,,,,72714,,,,,,
70002,Transit Authority of Omaha,Full Reporter,Urban,MB,DO,146746,,452976,260563,110120,,,,333,,,,,,
70003,City of Springfield,Full Reporter,Urban,DR,DO,,,,,,,,,20793,,,,,,
70003,City of Springfield,Full Reporter,Urban,MB,DO,0,,,210145,65840,,,,,,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,DO,,,52122,,,,,,11009,,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,161390,,,,0,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,1207481,506636,6026,,,,11010,,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,RB,DO,0,,62545,17778,,,,,,,,,,,
70005,Kansas City Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,12679,,,,,,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,DR,DO,339022,,,0,,,,,107222,,,,,,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,LR,DO,,,,,,34571565,,,,,,,,,
70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,MB,DO,3120784,,,0,1520640,,,,,,,,,,
70008,City of Cedar Rapids,Full Reporter,Urban,DR,PT,,,,,,,,,18142,,,,,,
70008,City of Cedar Rapids,Full Reporter,Urban,MB,DO,0,,,200015,,,,,,,,,,,
70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,121865,,,,,793,,,,,,
70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,637424,232176,,,,,,,,,,
70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,49421,,,,,,
70012,City of Sioux City,Full Reporter,Urban,DR,PT,,,,,,,,,27629,,,,,,
70012,City of Sioux City,Full Reporter,Urban,MB,DO,0,,,118857,,,,,,,,,,,
70014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,17789,,,,,,
70014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,2692,,,,,,
70014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,173770,,,,,,,,,,,
70015,City of Wichita ,Full Reporter,Urban,DR,DO,,,,,,,,,107903,,,,,,
70015,City of Wichita ,Full Reporter,Urban,MB,DO,0,,,257872,461957,,,,,,,,,,
70016,City of Columbia,Full Reporter,Urban,DR,DO,,,2456,,,,,,36477,,,,,,
70016,City of Columbia,Full Reporter,Urban,MB,DO,63375,,33758,0,105910,,,,,,,,,,
70018,City of Iowa City,Full Reporter,Urban,MB,DO,0,,,170151,86400,,,,,,,,,,
70019,University of Iowa,Full Reporter,Urban,DR,DO,0,,,1930,,,,,2268,,,,,,
70019,University of Iowa,Full Reporter,Urban,MB,DO,0,,,164093,,,,,,,,,,,
70030,City of Coralville,Full Reporter,Urban,MB,DO,0,,,49554,,,,,,,,,,,
70035,Johnson County Kansas,Full Reporter,Urban,CB,PT,0,,,74198,,,,,,,,,,,
70035,Johnson County Kansas,Full Reporter,Urban,DR,PT,,,21616,,,,,,48967,,,,,,
70035,Johnson County Kansas,Full Reporter,Urban,MB,PT,0,,94970,160601,,,,,6369,,,,,,
70041,Ames Transit Agency,Full Reporter,Urban,MB,DO,24697,,,312219,,,,,13015,,,,,,
70044,University of Kansas,Full Reporter,Urban,MB,PT,79750,,,46497,,,,,,,,,,,
70045,"County of Johnson, Iowa",Full Reporter,Urban,DR,DO,0,,,6063,,,,,61618,,,,,,
70048,City of Lawrence,Full Reporter,Urban,DR,PT,,,,,,,,,69948,,,,,,
70048,City of Lawrence,Full Reporter,Urban,MB,PT,0,,,62569,80859,,,,58080,,,,,,
70049,River Bend Transit,Full Reporter,Urban,DR,DO,,,,,,,,,144699,,,,,,
70049,River Bend Transit,Full Reporter,Urban,MB,DO,,,,,,,,,9522,,,,,,
70057,Loop Trolley Transportation Development District,Full Reporter,Urban,SR,PT,,,,,,117058,,,,,,,,,
70066,Heart of Iowa Regional Transit Agency,Full Reporter,Urban,DR,DO,0,,,0,,,,,64591,,,,,,
70138,East Central Iowa Council of Governments,Full Reporter,Urban,CB,PT,59669,,,0,,,,,,,,,,,
70138,East Central Iowa Council of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,11354,,,,,,
70271,"Kansas City, City of Missouri",Full Reporter,Urban,SR,PT,,,,,,987769,,,,,,,,,
70275,Nebraska Department of Transportation ,Full Reporter,Urban,VP,PT,,,,,,,,,46868,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,CB,DO,0,,,296359,,,,,,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,CR,DO,0,,,2232114,,,,,,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,275813,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,DR,PT,0,,,12680,,,,,205782,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,LR,DO,,,,,,43863100,,,,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,MB,DO,0,,353485,3101984,185435,,,,178740,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,MB,PT,,,,,,,,,33845,,,,,,
80001,Utah Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,280362,,,,,,
80002,Su Tran LLC ,Full Reporter,Urban,DR,DO,0,,,29137,,,,,19332,,,,,,
80002,Su Tran LLC ,Full Reporter,Urban,MB,DO,0,,,106361,,,,,,,,,,,
80003,City of Fargo,Full Reporter,Urban,DR,PT,,,,,,,,,58250,,,,,,
80003,City of Fargo,Full Reporter,Urban,MB,PT,0,,,188261,,,,,4636,,,,,,
80004,City of Billings,Full Reporter,Urban,DR,DO,,,,,,,,,29185,,,,,,
80004,City of Billings,Full Reporter,Urban,MB,DO,0,,,109748,,,,,2537,,,,,,
80005,City of Colorado Springs,Full Reporter,Urban,DR,PT,,,,,,,,,103571,,,,,,
80005,City of Colorado Springs,Full Reporter,Urban,MB,PT,0,,,496889,112671,,,,,,,,,,
80005,City of Colorado Springs,Full Reporter,Urban,VP,DO,,,,,,,,,5416,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,CR,DO,,,,,,4020875,,,,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,CR,PT,,,,,,32753783,,,,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,,1144500,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,LR,DO,,,,,,61898365,,,,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,MB,DO,0,,,3374838,1046709,,,,,,,,,,
80006,Denver Regional Transportation District,Full Reporter,Urban,MB,PT,0,,,2625638,87917,,,,,,,,,,
80007,City of Pueblo,Full Reporter,Urban,DR,PT,,,,,,,,,33903,,,,,,
80007,City of Pueblo,Full Reporter,Urban,MB,DO,0,,,128767,,,,,,,,,,,
80008,Cities Area Transit,Full Reporter,Urban,DR,DO,,,,,,,,,22051,,,,,,
80008,Cities Area Transit,Full Reporter,Urban,MB,DO,35085,,,15036,,,,,9581,,,,,,
80009,Missoula Urban Transportation District,Full Reporter,Urban,DR,DO,0,,,100,,,,,28806,,,,,,
80009,Missoula Urban Transportation District,Full Reporter,Urban,MB,DO,0,,,111390,192074,,,,,,,,,,
80011,City of Fort Collins,Full Reporter,Urban,DR,PT,,,,,,,,,,,,,13523,,
80011,City of Fort Collins,Full Reporter,Urban,MB,DO,0,,282422,0,36321,,,,,,,,,,
80011,City of Fort Collins,Full Reporter,Urban,MB,PT,0,,,0,,,,,,,,,6667,,
80011,City of Fort Collins,Full Reporter,Urban,RB,DO,,,59445,,,,,,,,,,,,
80012,Great Falls Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,17788,,,,,,
80012,Great Falls Transit District,Full Reporter,Urban,MB,DO,0,,,89312,,,,,,,,,,,
80025,"City of Loveland, Colorado",Full Reporter,Urban,MB,DO,0,,10859,28613,,,,,13105,,,,,,
80028,Cache Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,22126,,,,,,
80028,Cache Valley Transit District,Full Reporter,Urban,MB,DO,0,,,209231,,,,,,,,,,,
80106,North Front Range Transportation and Air Quality Planning Council,Full Reporter,Urban,VP,DO,,,,,,,,,17333,,,,,,
80107,University of Montana,Full Reporter,Urban,MB,DO,0,,,8482,80000,,,,,,,,,,
80109,Denver Regional Council of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,32432,,,,,,
80285,Via Mobility Services,Full Reporter,Urban,DR,DO,,,3106,,87917,,,,122968,,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,CB,PT,4012,,,0,245846,,,,,,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,DR,PT,,,148706,,,,,,26546,,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,MB,PT,344887,,,0,937790,,,,4969,,,,,,
90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,VP,PT,,,,,,,,,224052,,,,,,
90002,City and County of Honolulu,Full Reporter,Urban,DR,PT,0,,,409,,,,,1112624,,,,,,
90002,City and County of Honolulu,Full Reporter,Urban,MB,PT,0,,,4581709,450193,,,,,,,,,,
90002,City and County of Honolulu,Full Reporter,Urban,VP,PT,,,,,,,,,9591,,,,,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,HR,DO,,,,,,276078631,,,,,,,,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,MG,PT,,,,,,5655954,,,,,,,,,
90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,YR,DO,311846,,,0,,,,,,,,,,,
90004,Golden Empire Transit District,Full Reporter,Urban,DR,DO,,,108283,,,,,,33534,,,,,,
90004,Golden Empire Transit District,Full Reporter,Urban,MB,DO,,,1217790,,,,,,,8478,,,,,
90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,CB,DO,0,,32099,39300,,,,,,,,,,,
90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,63773,,,,,,
90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,477959,97085,54677,,,,,,,,,,
90008,City of Santa Monica,Full Reporter,Urban,DR,PT,,,1455,,,,,,0,,,,,,
90008,City of Santa Monica,Full Reporter,Urban,MB,DO,,,1505069,,258194,,,,,,,0,,,
90009,San Mateo County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,177393,,,,,,
90009,San Mateo County Transit District,Full Reporter,Urban,MB,DO,0,,,1400812,0,,,,,,,,,,
90009,San Mateo County Transit District,Full Reporter,Urban,MB,PT,0,,,524733,,,,,4429,,,,,,
90010,City of Torrance,Full Reporter,Urban,MB,DO,0,,540783,0,,,,,20706,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,CB,DO,0,,,39672,,,,,,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,CB,PT,0,,,1850,,,,,,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,DR,DO,0,,,6355,,,,,31533,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,DR,PT,0,,,6355,,,,,9601,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,DO,0,,,301361,701220,,,,,,,,,,
90012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,PT,0,,,620,,,,,5392,,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,350095,,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,14045933,,,,,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,DO,0,,,3853776,95613,,,,,,,,,,
90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,,,,,51314,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,CB,DO,0,,,148765,,,,,,,,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,530042,,,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,DO,0,,,3794681,297587,,,,,82307,,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,PT,0,,,75822,,,,,,,,,,,
90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,RB,DO,0,,,236164,,,,,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,CC,DO,,,,,,3178591,,,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,DR,PT,,,,,,,,,216967,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,LR,DO,,,,,,55168910,,,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,MB,DO,0,,,3509051,35385,,,,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,SR,DO,,,,,,2885959,,,,,,,,,
90015,City and County of San Francisco,Full Reporter,Urban,TB,DO,,,,,,26110190,,,,,,,,,
