NTDID,Agency Name,Reporter Type,Reporting Module,City,State,UZA,UZA Name,Mode,TOS,Form,Data Point,VRS Name,Q Type,FTA Approved
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",DR,DO,Employees (R-10),Vehicle Operations - Full Time Operator Work Hours,60095 - DR/DO VO Full Time Operator Hours - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",DR,DO,Operating Expenses (F-30),Other Salaries and Wages - Vehicle Maintenance,60095 - DR/DO VM Other Salaries & Wages - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",DR,DO,Employees (R-10),Vehicle Maintenance - Full Time Non-Operator Work Hours,60095 - DR/DO VM Full Time Non-Operator Hours - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",DR,DO,Employees (R-10),Vehicle Maintenance - Part Time Non-Operator Work Hours,60095 - DR/DO VM Part Time Non-Operator Hours - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",DR,DO,Operating Expenses (F-30),Americans with Disabilities Act of 1990 (ADA) Related Expenses - Total Modal Expenses,60095 - DR/DO ADA Expenses - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",DR,DO,Uses of Capital (F-20),Other (Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service),60095 - DR/DO Other Capital Expenses - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,60095 - MB/DO PMT - Q,Q,Yes
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",MB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,60095 - MB/DO UPT - Q,Q,Yes
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,60095 - MB/DO OE - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,60095 - MB/DO Actual Vehicle Miles - Q,Q,No
60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,Victoria,TX,434.0,"Victoria, TX",MB,DO,Uses of Capital (F-20),Other (Total All Uses of Capital),60095 - MB/DO Other Capital Expenses - Q,Q,No
60101,Denton County Transportation Authority,Full Reporter,Urban,Lewisville,TX,104.0,"Denton-Lewisville, TX",VP,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,60101 - RY21 VP/PT VRH W,W,Yes
60102,Concho Valley Transit District,Full Reporter,Urban,San Angelo,TX,315.0,"San Angelo, TX",DR,DO,Revenue Vehicle Inventory (A-30),Average Lifetime Miles per Active Vehicle,60102 - DR/DO - Avg Lifetime Miles Q,Q,No
60108,Harris County,Full Reporter,Urban,Houston,TX,7.0,"Houston, TX",CB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,60108 - CB PMT Sampling Waiver,W,Yes
60108,Harris County,Full Reporter,Urban,Houston,TX,7.0,"Houston, TX",DR,TX,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,60108 - DR/TX PMT Sampling Waiver,W,Yes
60108,Harris County,Full Reporter,Urban,Houston,TX,7.0,"Houston, TX",DR,TX,Reduced Reporting (RR-20) - Small Systems,Annual Unlinked Passenger Trips,60108 - DR/TX Unlinked Passenger Trips,W,No
60108,Harris County,Full Reporter,Urban,Houston,TX,7.0,"Houston, TX",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,60108 - MB PMT Sampling Waiver,W,Yes
60130,Alamo Area Council of Governments,Full Reporter,Urban,San Antonio,TX,26.0,"San Antonio, TX",,,Sources of Funds - Funds Expended & Funds Earned (F-10),Local Government Sources of Funds -Funds Expended on Capital,60130 - Local Funds Expended on Capital Q,Q,No
60130,Alamo Area Council of Governments,Full Reporter,Urban,San Antonio,TX,26.0,"San Antonio, TX",,,Sources of Funds - Funds Expended & Funds Earned (F-10),FTA Bus and Bus Facilities (5339) - Funds Expended on Capital,60130 - FTA 5339 Funds Expended on Capital Q,Q,No
60130,Alamo Area Council of Governments,Full Reporter,Urban,San Antonio,TX,26.0,"San Antonio, TX",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,60130 - Actual Vehicle Miles W,W,No
60130,Alamo Area Council of Governments,Full Reporter,Urban,San Antonio,TX,26.0,"San Antonio, TX",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,60130 - Actual Vehicle Hours W,W,No
60130,Alamo Area Council of Governments,Full Reporter,Urban,San Antonio,TX,26.0,"San Antonio, TX",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,60130 - Vehicle Revenue Miles W,W,Yes
60130,Alamo Area Council of Governments,Full Reporter,Urban,San Antonio,TX,26.0,"San Antonio, TX",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,60130 - Vehicle Revenue Hours W,W,No
60130,Alamo Area Council of Governments,Full Reporter,Urban,San Antonio,TX,26.0,"San Antonio, TX",DR,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,60130 - Passenger Miles Traveled W,W,Yes
60275,Gulf Coast Transit District,Reduced Reporter,Urban,Texas City,TX,293.0,"Texas City, TX",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
66164,Kiowa Tribe,Reduced Reporter,Tribe,Carnegie,OK,0.0,Oklahoma Non-UZA,DR,DO,Federal Funding Allocation Statistics (FFA-10),NFG Actual Vehicle Revenue Miles (VRM) -Allocated Percentage,66164 - FFA-10 VRM Allocated Percentage W,W,Yes
66339,New Mexico Department of Transportation,Full Reporter,Urban,Santa Fe,NM,250.0,"Las Cruces, NM",VP,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,66339 - RY21 VP/PT Vehicle Revenue Hours Waiver,W,Yes
6R01-60161,City of Eureka Springs Transit (EST),Rural Reporter,Rural,Eureka Springs,AR,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,6R01-60161: DR/DO OE Q,Q,No
6R01-60161,City of Eureka Springs Transit (EST),Rural Reporter,Rural,Eureka Springs,AR,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,6R01-60161: MB/DO OE Q,Q,No
6R01-60257,"Area Agency on Aging of Western Arkansas, Inc. (WTS)",Rural Reporter,Rural,Fort Smith,AR,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,6R01-60257: DR/DO VRM Q,Q,Yes
6R01-60257,"Area Agency on Aging of Western Arkansas, Inc. (WTS)",Rural Reporter,Rural,Fort Smith,AR,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,6R01-60257: DR/DO VRH Q,Q,No
6R03-60167,City of Roswell,Rural Reporter,Rural,Roswell,NM,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,6R03-60167 - DR/DO VRH W,W,No
6R04-60165,Community Action Development Corporation,Rural Reporter,Rural,Frederick,OK,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,6R04-60165 - Condition Assessment W,W,No
6R04-60172,"KI BOIS Community Action Foundation, Inc.",Rural Reporter,Rural,Stigler,OK,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,6R04-60172 - Condition Assessment W,W,No
6R04-60191,"Little Dixie Community Action Agency, Inc.",Rural Reporter,Rural,Hugo,OK,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,6R04-60191 - Condition Assessment W,W,No
6R04-60214,Logan County Historical Society,Rural Reporter,Rural,Guthrie,OK,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,6R04-60214 - Condition Assessment W,W,No
6R04-60233,"Southwest Oklahoma Community Action Group, Inc.",Rural Reporter,Rural,Altus,OK,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,6R04-60233 - Condition Assessment W,W,No
6R04-60266,Grand Gateway EDA/ Pelivan,Rural Reporter,Rural,Big Cabin,OK,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,6R04-60266 - Condition Assessment W,W,No
6R05-60176,"Senior Center Resources and Public Transit, Inc.",Rural Reporter,Rural,Greenville,TX,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,6R05-60176 - DR/DO VRM W,W,Yes
6R05-66276,McLennan County,Rural Reporter,Rural,Waco,TX,,,CB,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,6R05-66276 - CB/DO OE Q,Q,No
6R05-66276,McLennan County,Rural Reporter,Rural,Waco,TX,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,6R05-66276 - DR/DO OE Q,Q,No
6R05-66280,Lavaca County,Rural Reporter,Rural,Hallettsville,TX,,,DR,PT,Reduced Reporting (RR-20) - General Public Transit,Total Funds -Funds Expended on Capital,6R05-66280 - DR/PT Total Capital Expenses Q,Q,No
70004,Winnebago Tribe of Nebraska,Reduced Reporter,Tribe,Winnebago,NE,0.0,Nebraska Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,70004 - DR/DO OE W,W,No
70004,Winnebago Tribe of Nebraska,Reduced Reporter,Tribe,Winnebago,NE,0.0,Nebraska Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,70004 - DR/DO VRH W,W,No
70004,Winnebago Tribe of Nebraska,Reduced Reporter,Tribe,Winnebago,NE,0.0,Nebraska Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,70004 - MB/DO OE W,W,No
70004,Winnebago Tribe of Nebraska,Reduced Reporter,Tribe,Winnebago,NE,0.0,Nebraska Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,70004 - MB/DO VRH W,W,No
70040,City of Joplin,Reduced Reporter,Urban,Joplin,MO,347.0,"Joplin, MO",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,70040 - Vehicle Revenue Miles DR/DO W,W,Yes
70040,City of Joplin,Reduced Reporter,Urban,Joplin,MO,347.0,"Joplin, MO",DR,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,70040 - Vehicle Revenue Hours DR/DO W,W,Yes
70040,City of Joplin,Reduced Reporter,Urban,Joplin,MO,347.0,"Joplin, MO",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,70040 - Vehicle Revenue Hours MB/DO W,W,Yes
70040,City of Joplin,Reduced Reporter,Urban,Joplin,MO,347.0,"Joplin, MO",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,70040 - Vehicle Revenue Miles MB/DO W,W,Yes
70043,City of Jefferson,Reduced Reporter,Urban,Jefferson City,MO,452.0,"Jefferson City, MO",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
70046,City of Independence,Reduced Reporter,Urban,Independence,MO,31.0,"Kansas City, MO-KS",,,Sources of Funds - Funds Expended & Funds Earned (F-10),FTA Urbanized Area Formula Program (5307) - Funds Expended on Operations,70046 - FTA Urbanized Area Formula Program (5307) Funds Expended on Operations Q,Q,No
70048,City of Lawrence,Full Reporter,Urban,Lawrence,KS,332.0,"Lawrence, KS",DR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,70048 - DR/PT Operating Expenses W,W,No
70048,City of Lawrence,Full Reporter,Urban,Lawrence,KS,332.0,"Lawrence, KS",MB,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,70048 - MB/PT Operating Expenses W,W,No
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",DR,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,70049 - DR/PT W Unlinked Passenger Trips,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",DR,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,70049 - DR/PT W Passenger Miles Traveled,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,70049 - DR/PT W Vehicle Revenue Miles,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",DR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,70049 - DR/PT W Operating Expenses,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,70049 - DR/PT W Vehicle Revenue Hours,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",MB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,70049 - MB/PT W Vehicle Revenue Hours,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",MB,PT,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,70049 - MB/PT W Unlinked Passenger Trips,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",MB,PT,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,70049 - MB/PT W Passenger Miles Traveled,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",MB,PT,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,70049 - MB/PT W Vehicle Revenue Miles,W,Yes
70049,River Bend Transit,Full Reporter,Urban,Davenport,IA,134.0,"Davenport, IA-IL",MB,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,70049 - MB/PT W Operating Expenses,W,Yes
70138,East Central Iowa Council of Governments,Reduced Reporter,Urban,Cedar Rapids,IA,290.0,"Iowa City, IA",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
70271,"Kansas City, City of Missouri",Full Reporter,Urban,Kansas City,MO,31.0,"Kansas City, MO-KS",SR,PT,Transit Way Mileage (A-20),23. Grade Crossings - Count,70271 - SR/PT - Grade Crossings - Q,Q,No
70275,Nebraska Department of Transportation ,Full Reporter,Urban,Lincoln,NE,58.0,"Omaha, NE-IA",VP,PT,Service Rail (S-10),Total Actual Passenger Car Revenue Hours - Annual Total Schedule,70275 - VP/PT VRH - W,W,Yes
70277,Linn County,Reduced Reporter,Urban,Cedar Rapids,IA,193.0,"Cedar Rapids, IA",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
70277,Linn County,Reduced Reporter,Urban,Cedar Rapids,IA,193.0,"Cedar Rapids, IA",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
70277,Linn County,Reduced Reporter,Urban,Cedar Rapids,IA,193.0,"Cedar Rapids, IA",DR,DO,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,70277 A-15 Condition Assessment Waiver,W,No
7R03-77086,NEW BOURBON REGIONAL PORT AUTH,Rural Reporter,Rural,Perryville,MO,,,FB,DO,Transit Asset Management Facilities Inventory (A-15),Facility Type,7R03-77086 A-15 FB Terminal W,W,No
7R04-70073,Midland Area Agency ,Rural Reporter,Rural,Hastings,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,7R04-70073 - DR/DO UPT Q,Q,No
7R04-70100,Stratton Industrial Commission,Rural Reporter,Rural,Stratton,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,7R04-70100 - DR/DO VRM Q,Q,Yes
7R04-70100,Stratton Industrial Commission,Rural Reporter,Rural,Stratton,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,7R04-70100 - DR/DO VRH Q,Q,No
7R04-70126,Perkins County Public Transit,Rural Reporter,Rural,Grant,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,7R04-70126 - DR/DO VRM Q,Q,Yes
7R04-70126,Perkins County Public Transit,Rural Reporter,Rural,Grant,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,7R04-70126 - DR/DO VRH Q,Q,No
7R04-70127,Ogallala Transit System,Rural Reporter,Rural,Ogallala,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,7R04-70127 - DR/DO VRM W,W,Yes
7R04-70128,Chase County,Rural Reporter,Rural,Imperial,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues Passenger-Paid Fares - Funds Expended on Operations,7R04-70128 - Passenger-Paid Fares Q,Q,No
7R04-70193,City of Plainview Handivan,Rural Reporter,Rural,Plainview,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,7R04-70193 - DR/DO VRM Q,Q,Yes
7R04-70193,City of Plainview Handivan,Rural Reporter,Rural,Plainview,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,7R04-70193 - DR/DO VRH Q,Q,No
7R04-70202,Wolf Memorial Good Samaritan Center,Rural Reporter,Rural,Albion,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,7R04-70202 - DR/DO VRM W,W,Yes
7R04-70234,Central City ,Rural Reporter,Rural,Central City,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,7R04-70234 - DR/DO VRM Q,Q,Yes
7R04-70234,Central City ,Rural Reporter,Rural,Central City,NE,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,7R04-70234 - DR/DO VRH Q,Q,No
80001,Utah Transit Authority,Full Reporter,Urban,Salt Lake City,UT,42.0,"Salt Lake City-West Valley City, UT",DR,PT,Revenue Vehicle Inventory (A-30),Total Miles on Active Vehicles During Period,80001 - DR/PT Miles this Year - W,W,No
80001,Utah Transit Authority,Full Reporter,Urban,Salt Lake City,UT,42.0,"Salt Lake City-West Valley City, UT",DR,PT,Revenue Vehicle Inventory (A-30),Average Lifetime Miles per Active Vehicle,80001 - DR/PT Avg Lifetime Miles - W,W,No
80003,City of Fargo,Full Reporter,Urban,Fargo,ND,194.0,"Fargo, ND-MN",DR,PT,Operating Expenses (F-30),Other Paid Absences - Vehicle Operations,80003 - VO Other Paid Absences DR/PT - Q,Q,No
80003,City of Fargo,Full Reporter,Urban,Fargo,ND,194.0,"Fargo, ND-MN",MB,PT,Service Non-Rail (S-10),Vehicles operated in annual maximum service (VOMS),80003 - VOMS MB/PT - Q,Q,No
80004,City of Billings,Full Reporter,Urban,Billings,MT,273.0,"Billings, MT",MB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,80004 - MB/DO TAVM W,W,No
80005,City of Colorado Springs,Full Reporter,Urban,Colorado Springs,CO,73.0,"Colorado Springs, CO",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,80005 - Total Actual Vehicle Miles W,W,No
80005,City of Colorado Springs,Full Reporter,Urban,Colorado Springs,CO,73.0,"Colorado Springs, CO",DR,PT,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,80005 - Total Actual Vehicle Hours W,W,No
80007,City of Pueblo,Full Reporter,Urban,Pueblo,CO,236.0,"Pueblo, CO",DR,PT,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,80007 - DR/PT Total OE - Q,Q,No
80007,City of Pueblo,Full Reporter,Urban,Pueblo,CO,236.0,"Pueblo, CO",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,80007 - MB/DO PMT - W,W,Yes
80007,City of Pueblo,Full Reporter,Urban,Pueblo,CO,236.0,"Pueblo, CO",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,80007 - MB/DO Total OE - Q,Q,No
80008,Cities Area Transit,Full Reporter,Urban,Grand Forks,ND,440.0,"Grand Forks, ND-MN",MB,DO,Operating Expenses (F-30),Other Salaries and Wages - Facility Maintenance,80008 - FM Salaries MB/DO - Q,Q,No
80008,Cities Area Transit,Full Reporter,Urban,Grand Forks,ND,440.0,"Grand Forks, ND-MN",MB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,80008 - PMT MB/DO - Q,Q,Yes
80008,Cities Area Transit,Full Reporter,Urban,Grand Forks,ND,440.0,"Grand Forks, ND-MN",MB,DO,Employees (R-10),Facility Maintenance - Part Time Non-Operator Work Hours,80008 - FM Employee Hours MB/DO - Q,Q,No
80012,Great Falls Transit District,Full Reporter,Urban,Great Falls,MT,422.0,"Great Falls, MT",MB,DO,Revenue Vehicle Inventory (A-30),Useful Life Benchmark,80012 - Useful Life Benchmark MB/DO - Q,Q,No
80018,Fort Peck Tribes ,Reduced Reporter,Tribe,Wolf Point,MT,0.0,Montana Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,80018 - DR/DO VRH W,W,No
80018,Fort Peck Tribes ,Reduced Reporter,Tribe,Wolf Point,MT,0.0,Montana Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Fare Revenues - Funds Expended on Operations,80018 - DR/DO Fare Revenues Q,Q,No
80018,Fort Peck Tribes ,Reduced Reporter,Tribe,Wolf Point,MT,0.0,Montana Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,80018 - DR/DO VRM W,W,Yes
80018,Fort Peck Tribes ,Reduced Reporter,Tribe,Wolf Point,MT,0.0,Montana Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Hours,80018 - MB/DO VRH W,W,No
80018,Fort Peck Tribes ,Reduced Reporter,Tribe,Wolf Point,MT,0.0,Montana Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Fare Revenues - Funds Expended on Operations,80018 - MB/DO Fare Revenues Q,Q,No
80018,Fort Peck Tribes ,Reduced Reporter,Tribe,Wolf Point,MT,0.0,Montana Non-UZA,MB,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,80018 - MB/DO VRM W,W,Yes
80107,University of Montana,Full Reporter,Urban,Missoula,MT,348.0,"Missoula, MT",,,CEO Certification (D-10),,Waiver Request: Financial Statement,W,Yes
88128,Spirit Lake Tribe,Reduced Reporter,Tribe,Fort Totten,ND,0.0,North Dakota Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Operating Expenses - Funds Expended on Operations,88128 - DR/DO OE Q,Q,No
88164,Chippewa Cree Tribe,Reduced Reporter,Tribe,Box Elder,MT,0.0,Montana Non-UZA,DR,DO,Reduced Reporting (RR-20) - Small Systems,Annual Vehicle Revenue Miles,88164 - DR/DO VRM W,W,Yes
88194,Yankton Sioux Tribe,Reduced Reporter,Tribe,Wagner,SD,0.0,South Dakota Non-UZA,,,Transit Asset Management Performance Measure Targets (A-90),Narrative Report,88194 - Narrative Report W,W,No
8R01-80289,Roaring Fork Transportation Authority,Rural Reporter,Rural,Glenwood Springs,CO,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Unlinked Passenger Trips,8R01-80289 - DR/DO UPT Q,Q,No
8R01-88226,Town of Telluride,Rural Reporter,Rural,Telluride,CO,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,8R01-88226: MB/DO VRH Q,Q,No
8R02-80137,"Helena, City of",Rural Reporter,Rural,Helena,MT,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues - Funds Expended on Operations,8R02-80137 - DR/DO Fare Revenues W,W,No
8R02-80137,"Helena, City of",Rural Reporter,Rural,Helena,MT,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Fare Revenues - Funds Expended on Operations,8R02-80137 - MB/DO Fare Revenues W,W,No
8R02-88303,Red Lodge Area Community Foundation,Rural Reporter,Rural,Red Lodge,MT,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Miles,8R02-88303 - DR/DO VRM W,W,Yes
8R05-80121,Fremont County Association of Governments,Rural Reporter,Rural,Riverton,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80121 - Condition Assessment W,W,No
8R05-80131,"High Country Senior Citizens, Inc",Rural Reporter,Rural,Dubois,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80131 - Condition Assessment W,W,No
8R05-80143,Diversified Services Inc.,Rural Reporter,Rural,,WY,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Annual Vehicle Revenue Hours,8R05-80143: DR/DO VRH W,W,No
8R05-80163,Campbell County Senior Citizens Association Inc,Rural Reporter,Rural,Gillette,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80163 - Condition Assessment W,W,No
8R05-80180,Senior Center of Jackson Hole,Rural Reporter,Rural,Jackson,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80180 - Condition Assessment W,W,No
8R05-80185,Riverton Senior Center,Rural Reporter,Rural,Riverton,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80185 - Condition Assessment W,W,No
8R05-80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,Jackson,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80188 - Condition Assessment W,W,No
8R05-80193,Senior Citizens Council,Rural Reporter,Rural,Sheridan,WY,,,DR,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,8R05-80193: DR/DO OE W,W,No
8R05-80193,Senior Citizens Council,Rural Reporter,Rural,Sheridan,WY,,,MB,DO,Reduced Reporting (RR-20) - General Public Transit,Operating Expenses - Funds Expended on Operations,80193 - Senior Citizens Council - MB/DO OE,W,No
8R05-80203,Ten Sleep Senior Center,Rural Reporter,Rural,Ten Sleep,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80203 - Condition Assessment W,W,No
8R05-80217,"Niobrara Senior Center, Inc.",Rural Reporter,Rural,Lusk,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80217 - Condition Assessment W,W,No
8R05-80252,Eppson Center for Seniors,Rural Reporter,Rural,Laramie,WY,,,,,Transit Asset Management Facilities Inventory (A-15),Condition Asessment,8R05-80252 - Condition Assessment W,W,No
