Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
80144,"Liberty Place, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80164,Sanders County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80166,Urban Transportation District of Dawson County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80167,Powder River County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80169,Toole County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80172,"Lincoln County Transportation Service, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80173,"Mineral County Pioneer Council, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80174,Silver Bow County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80181,Custer County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80183,Valley County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80184,Lake County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80200,Missoula Ravalli Transportation Management Association,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80204,Opportunity Link,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80205,Daniels Memorial Healthcare Foundation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80220,Flathead County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80224,Phillips Transit Authority,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80235,"Human Resource Development Council District IX, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80235,"Human Resource Development Council District IX, Inc.",Reduced Reporter,Urban,8R02,Montana Department of Transportation,State Reporter
80236,Fergus County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80254,"Glen-wood, Inc. ",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80255,Big Sky Transportation District,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80259,Richland County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80262,City of Laurel,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80269,"West Yellowstone Foundation, Inc.",Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
88134,Confederated Salish and Kootenai Tribes,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter
88152,Blackfeet Nation ,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter
88164,Chippewa Cree Tribe,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter
88188,Crow Tribe of Indians,Reduced Reporter,Tribe,8R02,Montana Department of Transportation,State Reporter
88216,City of Dillon,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
88217,Fallon County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
88218,Powell County ,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
88293,Park County,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
88296,Butte Silver Bow County Council on Aging,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
88303,Red Lodge Area Community Foundation,Rural Reporter,Rural,8R02,Montana Department of Transportation,State Reporter
80003,City of Fargo,Full Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter
80019,Bis-Man Transit Board,Reduced Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter
80110,Fargo Park District ,Reduced Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter
80114,Stark County Council on Aging / Elder Care ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80122,Devils Lake,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80124,"James River Senior Citizens Center, Inc.",Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80125,South Central Adult Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80129,Pembina County Meals and Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80130,Dickey County Senior Citizens,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80152,Nutrition United,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80160,Williston Council for the Aging ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80196,Kenmare Wheels & Meals,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80228,Kidder-Emmons County Senior Services ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80233,Cavalier County Senior Meals & Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80238,West River Transit,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80249,Benson County Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80261,Can-Do Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80268,Southwest Transportation Services,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80270,Golden Valley/Billings County Council On Aging,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80290,Hazen Busing Project,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80296,Walsh County Transportation Program ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80302,Souris Basin Transit,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80303,City of Minot ,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80303,City of Minot ,Reduced Reporter,Urban,8R03,North Dakota Department of Transportation,State Reporter
88140,Sitting Bull College,Reduced Reporter,Tribe,8R03,North Dakota Department of Transportation,State Reporter
88146,Turtle Mountain Band of Chippewa Indian,Reduced Reporter,Tribe,8R03,North Dakota Department of Transportation,State Reporter
88222,Wildrose Public Transportation,Rural Reporter,Rural,8R03,North Dakota Department of Transportation,State Reporter
80014,City of Rapid City,Reduced Reporter,Urban,8R04,South Dakota Department of Transportation,State Reporter
80112,"SESDAC, Inc ",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80116,City of Mitchell,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80126,City of Aberdeen,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80153,People's Transit,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80154,City of Brandon,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80171,Community Coordinated Transportation Systems,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80182,Rural Office of Community Services,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80187,Brookings Area Transit Authority,Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80190,"East Dakota Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80253,"West River Transit Authority, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80271,"Yankton Transit, Inc.",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80298,Community Coordinated Transportation System,Reduced Reporter,Urban,8R04,South Dakota Department of Transportation,State Reporter
88158,Cheyenne River Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter
88176,Lower Brule Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter
88182,Rosebud Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter
88194,Yankton Sioux Tribe,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter
88201,Sisseton-Wahpeton Oyate,Reduced Reporter,Tribe,8R04,South Dakota Department of Transportation,State Reporter
88297,"Community Transit of Watertown/Sisseton, Inc. ",Rural Reporter,Rural,8R04,South Dakota Department of Transportation,State Reporter
80013,City of Casper,Reduced Reporter,Urban,8R05,Wyoming Department of Transportation,State Reporter
80020,The City of Cheyenne,Reduced Reporter,Urban,8R05,Wyoming Department of Transportation,State Reporter
80120,"South Big Horn Senior Citizens, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80121,Fremont County Association of Governments,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80127,Shoshoni Senior Citizens Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80131,"High Country Senior Citizens, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80132,"Crook County Senior Services, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80140,University of Wyoming,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80143,Diversified Services Inc.,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80151,Buffalo Senior Center Inc.,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80163,Campbell County Senior Citizens Association Inc,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80178,Kemmerer Senior Citizens Association,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80180,Senior Center of Jackson Hole,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80185,Riverton Senior Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80188,Southern Teton Area Rapid Transit,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80193,Senior Citizens Council,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80199,"North Big Horn Senior Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80203,Ten Sleep Senior Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80209,"Hot Springs County Senior Citizens Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80216,Converse County Aging Services,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80217,"Niobrara Senior Center, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80218,Sweetwater County Transit Authority,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80222,Meeteetse Recreation District,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80223,"Lander Senior Citizens Center, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80252,Eppson Center for Seniors,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80257,"Uinta Senior Citizens, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80264,"Cody Council on Aging, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80265,"Southwest Sublette County Pioneers, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80272,Thayne Senior Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80278,"Carbon County Senior Services, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80287,Goshen County Senior Friendship Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
80288,Weston County Senior Services,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80293,Rehabilitation Enterprises of North Eastern Wyoming,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80294,"Star Valley Senior Citizens, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80301,Rendezvous Pointe,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80304,"Services for Seniors, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
88219,"Powell Senior Citizens A-Go Go, Inc.",Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
88223,Warm Valley Senior Center,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
88224,Washakie County Senior Citizens Center,Rural Reporter,Rural,8R05,Wyoming Department of Transportation,State Reporter
88227,Memorial Hospital of Laramie County ,Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
88302,"Pine Bluffs Senior Citizens, Inc.",Reduced Asset Reporter,Asset,8R05,Wyoming Department of Transportation,State Reporter
80248,Cedar City ,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter
80260,Uintah Basin Association of Governments ,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter
80284,Park City Municipal Corporation,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter
88200,Ute Tribe,Reduced Reporter,Tribe,8R06,Utah Department of Transportation,State Reporter
88239,High Valley Transit District,Rural Reporter,Rural,8R06,Utah Department of Transportation,State Reporter
90005,Navajo Nation,Reduced Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
91001,City of Show Low,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91010,City of Cottonwood,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91016,"Helping Hands Agency, Inc.",Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91052,City of Douglas,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91069,Town of Miami ,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91075,City of Kingman,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91096,City of Coolidge,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91106,City of Maricopa,Reduced Reporter,Urban,9R01,Arizona Department of Transportation,State Reporter
91114,City of Benson,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
91121,City of Bisbee,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
99376,Salt River Pima-Maricopa Indian Community,Reduced Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
99382,Hopi Tribe,Reduced Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
99419,Yavapai Regional Transit,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
99436,Gila River Indian Community,Reduced Reporter,Tribe,9R01,Arizona Department of Transportation,State Reporter
99437,Town of Quartzsite,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
99441,Payson Senior Center,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
99453,City of Winslow,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
99455,City of Sedona,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
99456,City Of Willcox,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
99460,Verde Valley Caregivers Coalition,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99461,Town of Florence,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99462,Saguaro Foundation Community Living Programs,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99463,New Horizons Disability Empowerment Center,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99464,Helping Ourselves Pursue Enrichment Incorporated,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99465,Easterseals Blake Foundation,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99466,Assist to Independence,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99467,Town of springerville,Reduced Asset Reporter,Asset,9R01,Arizona Department of Transportation,State Reporter
99474,Town of Payson,Rural Reporter,Rural,9R01,Arizona Department of Transportation,State Reporter
90216,County of Sacramento Municipal Services Agency,Reduced Reporter,Urban,9R02,California Department of Transportation,State Reporter
90237,County of Kaua'i,Rural Reporter,Rural,9R03,Hawaii Department of Transportation,State Reporter
90241,County of Maui,Full Reporter,Urban,9R03,Hawaii Department of Transportation,State Reporter
91080,County of Hawaii,Rural Reporter,Rural,9R03,Hawaii Department of Transportation,State Reporter
91022,Lincoln County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91023,Humboldt County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91029,Nye County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91061,Elko County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91064,Douglas County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91072,Southern Nevada Transit Coalition,Reduced Reporter,Urban,9R04,Nevada Department of Transportation,State Reporter
91094,Retired Senior Volunteer Program - RSVP,Reduced Asset Reporter,Asset,9R04,Nevada Department of Transportation,State Reporter
91099,White Pine County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91100,Southern Nevada Transit Coalition,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91103,Churchill County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91107,Southern Nevada Transit Coalition,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
91113,Lyon County,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
99406,Pyramid Lake Paiute Tribe,Reduced Reporter,Tribe,9R04,Nevada Department of Transportation,State Reporter
99473,Pahrump Valley Public Transportation Inc,Rural Reporter,Rural,9R04,Nevada Department of Transportation,State Reporter
90999,Government of Guam-Guam Regional Transit Authority,Reduced Reporter,Urban,9R05,Government of Guam - Guam Regional Transit Authority,State Reporter
91004,Port of Administration Authority,Rural Reporter,Rural,9R06,American Samoa Department of Public Works,State Reporter
99434,American Samoa Government ,Rural Reporter,Rural,9R06,American Samoa Department of Public Works,State Reporter
91045,Northern Marianas - Commonwealth Office of Transit Authority ,Rural Reporter,Rural,9R08,Northern Marianas - Commonwealth Office of Transit Authority,State Reporter
40246,"Center for Pan Asian Community Services, Inc.",Reduced Reporter,Urban,A0001,Atlanta Regional Commission,Group Plan Sponsor
55329,"ABCD, Inc.",Reduced Asset Reporter,Asset,A0002,Stark Area Regional Transit Authority,Group Plan Sponsor
90250,City of Azusa,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90251,City of Baldwin Park,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90253,City of Bell Gardens,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90254,City of Bellflower,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90256,City of Burbank,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90257,City of Calabasas,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90259,City of Cerritos,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90260,City of Compton ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90263,City of Downey,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90265,City of El Monte ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90266,City of Glendora,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90268,City of Inglewood,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90269,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90270,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90271,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90272,Los Angeles County ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90273,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90274,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90275,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90276,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90277,Los Angeles County ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90278,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90279,Los Angeles County,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90285,City of Monrovia,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90286,City of Monterey Park,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90287,Palos Verdes Peninsula Transit Authority,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90291,City of South Gate,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90294,City of West Hollywood,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90295,City of Whittier,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90296,City of Claremont,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90300,City of Artesia,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
90301,City of Lakewood ,Reduced Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99423,City of Glendale,Full Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99424,City of Pasadena,Full Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99425,Pomona Valley Transportation Authority,Full Reporter,Urban,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99443,City of South El Monte,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99444,Bob Hope Airport,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99445,City of La Habra Heights,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99447,City of Sierra Madre,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99448,City of Palmdale,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99449,City of El Segundo,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99450,City of Hawaiian Gardens,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
99451,City of San Fernando,Reduced Asset Reporter,Asset,A0003,Los Angeles County Metropolitan Transportation Authority ,Group Plan Sponsor
11,Valley Regional Transit,Full Reporter,Urban,A0004,Valley Regional Transit,Group Plan Sponsor
415,Ada County Highway District,Full Reporter,Urban,A0004,Valley Regional Transit,Group Plan Sponsor
416,Boise State University,Reduced Reporter,Urban,A0004,Valley Regional Transit,Group Plan Sponsor
90050,City of Simi Valley,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90163,City of Camarillo,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90164,Ventura County Transportation Commission,Full Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90165,City of Thousand Oaks,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
90227,City of Moorpark,Reduced Reporter,Urban,A0005,Ventura Intercity Service Transit Authority,Group Plan Sponsor
91018,City of Arcata,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor
91036,Humboldt Transit Authority,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor
91093,City of Eureka ,Rural Reporter,Rural,A0009,Humboldt Transit Authority,Group Plan Sponsor
66331,St. Gregory the Great Catholic Church,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
66332,Ride Connect Texas,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
66333,Presa Community Service Center,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
66334,Kirby Senior Center,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
66335,Greater Randolph Area Service Program (GRASP) Inc.,Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
66336,"Eden Home, Inc. ",Reduced Asset Reporter,Asset,A0010,VIA Metropolitan Transit,Group Plan Sponsor
55518,City of Allen Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55519,City of Auburn Hills,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55520,Bedford Health Van,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55521,City of Belleville,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55522,City of Berkley,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55523,Bloomfield Township Senior Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55524,Brandon Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55525,Brownstown Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55527,Catholic Charities of SE Michigan Oakland,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55528,Catholic Charities of SE Michigan Macomb,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55529,City of Southfield Parks and Recreation,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55530,City of Sterling Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55531,City of Clawson,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55532,Clinton Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55534,City of Dearborn,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55535,City of Dearborn Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55536,Downriver Community Conference,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55537,City of Ecorse,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
55538,City of Farmington Hills,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor
