wltype,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol, Methonal ,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
Full Reporter,50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,MB,DO,,,,1743040,446709,,,,,,,,,,
Full Reporter,50050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,RB,DO,,,,,4339080,,,,,,,,,,
Full Reporter,50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,14994,,,,,,,,,,,,
Full Reporter,50051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,MB,DO,,,320202,89305,,,,,,,,,,,
Full Reporter,50052,South Bend Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,679,,,,,39791,,,,,,
Full Reporter,50052,South Bend Public Transportation Corporation,Full Reporter,Urban,MB,DO,,,138903,125771,,,,,,,,,,,
Full Reporter,50053,City of Terre Haute ,Full Reporter,Urban,DR,DO,,,,,,,,,8641,,,,,,
Full Reporter,50053,City of Terre Haute ,Full Reporter,Urban,MB,DO,,,,27344,,,,,35874,,,,,,
Full Reporter,50054,Muncie Indiana Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,,,,,39356,,
Full Reporter,50054,Muncie Indiana Transit System,Full Reporter,Urban,MB,DO,145520,,,,,,,,,,,,,,
Full Reporter,50056,Greater Peoria Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,166395,,,,,,
Full Reporter,50056,Greater Peoria Mass Transit District,Full Reporter,Urban,MB,DO,507044,,,,,,,,,,,,,,
Full Reporter,50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,25117,,,,,,
Full Reporter,50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,14546,,,,,,
Full Reporter,50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,FB,PT,,,,10163,,,,,,,,,,,
Full Reporter,50057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,MB,DO,,,534802,47423,285717,,,,,,,,,,
Full Reporter,50058,Rockford Mass Transit District,Full Reporter,Urban,DR,DO,,,,40211,,,,,89926,,,,,,
Full Reporter,50058,Rockford Mass Transit District,Full Reporter,Urban,MB,DO,,,,302799,,,,,,,,,,,
Full Reporter,50059,Springfield Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,77686,,,,,,
Full Reporter,50059,Springfield Mass Transit District,Full Reporter,Urban,MB,DO,167039,,237301,,,,,,13219,,,,,,
Full Reporter,50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,23077,,,,,,
Full Reporter,50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,,,,2293,,,,,38284,,,,,,
Full Reporter,50060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,MB,DO,629740,,,,,,,,,,,,,,
Full Reporter,50061,"City of Decatur, Il",Full Reporter,Urban,DR,DO,,,,300,,,,,10437,,,,,,
Full Reporter,50061,"City of Decatur, Il",Full Reporter,Urban,DR,PT,,,,300,,,,,6959,,,,,,
Full Reporter,50061,"City of Decatur, Il",Full Reporter,Urban,MB,DO,171305,,,,,,,,,,,,,,
Full Reporter,50061,"City of Decatur, Il",Full Reporter,Urban,MB,PT,171305,,,,,,,,,,,,,,
Full Reporter,50066,Chicago Transit Authority,Full Reporter,Urban,HR,DO,,,,,,366545522,,,,,,,,,
Full Reporter,50066,Chicago Transit Authority,Full Reporter,Urban,MB,DO,,,,14360110,31040,,,,,,,,,,
Full Reporter,50092,"City of Rochester, Minnesota",Full Reporter,Urban,DR,PT,2644,,,,,,,,9396,,,,,,
Full Reporter,50092,"City of Rochester, Minnesota",Full Reporter,Urban,MB,PT,277356,,,,,,,,3975,,,,,,
Full Reporter,50096,City of Waukesha ,Full Reporter,Urban,CB,PT,,,,62035,,,,,,,,,,,
Full Reporter,50096,City of Waukesha ,Full Reporter,Urban,DR,DO,,,,2405,,,,,1489,,,,,,
Full Reporter,50096,City of Waukesha ,Full Reporter,Urban,DR,PT,,,,44,,,,,1555,,,,,,
Full Reporter,50096,City of Waukesha ,Full Reporter,Urban,MB,DO,,,,125396,,,,,,,,,,,
Full Reporter,50096,City of Waukesha ,Full Reporter,Urban,MB,PT,,,,27021,,,,,,,,,,,
Full Reporter,50099,City of Eau Claire,Full Reporter,Urban,DR,PT,,,,4861,,,,,16260,,,,,,
Full Reporter,50099,City of Eau Claire,Full Reporter,Urban,MB,DO,,,,119390,,,,,,,,,,,
Full Reporter,50104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,CR,DO,,,,,,18158000,,,,,,,,,
Full Reporter,50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,16927,,,,,,
Full Reporter,50110,Bloomington Public Transportation Corporation,Full Reporter,Urban,MB,DO,,,,191369,,,,,3972,,,,,,
Full Reporter,50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,DO,,,,9933,,,,,9320,,,,,,
Full Reporter,50113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,,,,8801,,,,,437541,,,,,,
Full Reporter,50113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,DO,,,1160902,3928512,,,,,,,,,,,
Full Reporter,50113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,PT,,,,171198,,,,,2978,,,,,,
Full Reporter,50113,Pace - Suburban Bus Division,Full Reporter,Urban,VP,DO,,,,,,,,,196135,,,,,,
Full Reporter,50117,Laketran,Full Reporter,Urban,CB,DO,,,,81724,,,,,,,,,,,
Full Reporter,50117,Laketran,Full Reporter,Urban,DR,DO,,,,84718,,,,,30378,,,,169099,,
Full Reporter,50117,Laketran,Full Reporter,Urban,MB,DO,,,,134716,,,,,1837,,,,6247,,
Full Reporter,50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,Urban,CR,DO,,,,18100043,,56262281,,,,,,,,,
Full Reporter,50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,Urban,CR,PT,,,,18100043,,,,,,,,,,,
Full Reporter,50119,City of Detroit ,Full Reporter,Urban,DR,PT,,,,,,,,,225162,,,,,,
Full Reporter,50119,City of Detroit ,Full Reporter,Urban,MB,DO,,,,2782163,,,,,,,,,,,
Full Reporter,50141,Detroit Transportation Corporation,Full Reporter,Urban,MG,DO,,,,,,2996400,,,,,,,,,
Full Reporter,50145,City of Kokomo,Full Reporter,Urban,DR,DO,,,,4749,,,,,62156,,,,,,
Full Reporter,50145,City of Kokomo,Full Reporter,Urban,MB,DO,,,,24924,,,,,,,,,,,
Full Reporter,50146,Madison County Transit District,Full Reporter,Urban,DR,PT,,,,30524,,,,,46825,,,,,,
Full Reporter,50146,Madison County Transit District,Full Reporter,Urban,MB,PT,,,,734789,,,,,70911,,,,,,
Full Reporter,50146,Madison County Transit District,Full Reporter,Urban,VP,DO,,,,,,,,,37149,,,,,,
Full Reporter,50148,Blue Water Area Transportation Commission,Full Reporter,Urban,CB,DO,,,16869,,,,,,,,,,,,
Full Reporter,50148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,DO,,,179211,,,,,,,,,,,,
Full Reporter,50148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,PT,,,18223,1428,,,,,69988,,,,,,
Full Reporter,50148,Blue Water Area Transportation Commission,Full Reporter,Urban,MB,DO,,,64509,,,,,,,,,,,,
Full Reporter,50149,Michiana Area Council of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,16969,,,,,,
Full Reporter,50149,Michiana Area Council of Governments,Full Reporter,Urban,MB,PT,,,,114340,,,,,,,,,,,
Full Reporter,50154,Metropolitan Council,Full Reporter,Urban,DR,PT,,,,1999,,,,,3622001,,,,,,
Full Reporter,50154,Metropolitan Council,Full Reporter,Urban,MB,PT,447517,,,,,,,,63202,,,,,,
Full Reporter,50154,Metropolitan Council,Full Reporter,Urban,VP,PT,,,,,,,,,30948,,,,,,
Full Reporter,50157,Butler County Regional Transit Authority,Full Reporter,Urban,CB,DO,,,,1158,,,,,7606,,,,,,
Full Reporter,50157,Butler County Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,53865,,,,,,
Full Reporter,50157,Butler County Regional Transit Authority,Full Reporter,Urban,MB,DO,,,,41558,,,,,37069,,,,,,
Full Reporter,50158,University of Michigan Parking and Transportation Services,Full Reporter,Urban,MB,DO,,,,272994,,,,,,,,,,,
Full Reporter,50159,River Valley Metro Mass Transit District,Full Reporter,Urban,CB,PT,,,,,,,,,36873,,,,,,
Full Reporter,50159,River Valley Metro Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,15346,,,,,,
Full Reporter,50159,River Valley Metro Mass Transit District,Full Reporter,Urban,MB,PT,,,,78347,,,,,180698,,,,,,
Full Reporter,50160,County of Washington,Full Reporter,Urban,CB,PT,,,,63591,,,,,,,,,,,
Full Reporter,50160,County of Washington,Full Reporter,Urban,DR,PT,,,,,,,,,93048,,,,,,
Full Reporter,50161,Ozaukee County ,Full Reporter,Urban,CB,PT,,,,10981,,,,,,,,,,,
Full Reporter,50161,Ozaukee County ,Full Reporter,Urban,DR,PT,,,,,,,,,49911,,,,,,
Full Reporter,50163,"Licking County, Ohio",Full Reporter,Urban,DR,DO,,,,14,,,,,99788,,,,,,
Full Reporter,50165,Greene County Transit Board,Full Reporter,Urban,DR,PT,,,,,,,,,112124,,,,,,
Full Reporter,50166,Board of  Clermont County Commissioners,Full Reporter,Urban,DR,DO,,,,,,,,,19039,,,,,,
Full Reporter,50166,Board of  Clermont County Commissioners,Full Reporter,Urban,DR,PT,,,,,,,,,36318,,,,,,
Full Reporter,50166,Board of  Clermont County Commissioners,Full Reporter,Urban,MB,DO,,,,4934,,,,,13924,,,,,,
Full Reporter,50169,"Miami County, Ohio ",Full Reporter,Urban,DR,PT,,,,,,,,,50563,,,,,,
Full Reporter,50176,City of DeKalb,Full Reporter,Urban,MB,PT,,,,141290,,,,,13935,,,,,,
Full Reporter,50182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Urban,DR,PT,,,,11034,,,,,2332147,,,,,,
Full Reporter,50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,DR,DO,,,,15811,,,,,47622,,,,,,
Full Reporter,50184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,MB,DO,,,,8717,,,,,26256,,,,,,
Full Reporter,50191,Mid-Ohio Regional Planning Commission,Full Reporter,Urban,VP,PT,,,,,,,,,18777,,,,,,
Full Reporter,50193,Enterprise Rideshare - Michigan,Full Reporter,Urban,VP,DO,,,,,,,,,164696,,,,,,
Full Reporter,50198,Medina County Public Transit,Full Reporter,Urban,DR,DO,,,,5900,,,,,18793,,,,,,
Full Reporter,50198,Medina County Public Transit,Full Reporter,Urban,MB,DO,,,,724,,,,,17726,,,,,,
Full Reporter,50199,Delaware County Transit Board,Full Reporter,Urban,DR,DO,,,,1076,,,,,42974,,,,,,
Full Reporter,50199,Delaware County Transit Board,Full Reporter,Urban,MB,DO,,,,781,,,,,6073,,,,,,
Full Reporter,50204,Jackson County Mass Transit District,Full Reporter,Urban,MB,DO,,,,1065,,,,,47847,,,,,,
Full Reporter,50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,MB,PT,,,,25129,,,,,,,,,,,
Full Reporter,50209,Central Indiana Regional Transportation Authority ,Full Reporter,Urban,VP,PT,,,,,,,,,6967,,,,,,
Full Reporter,50211,Rides Mass Transit District,Full Reporter,Urban,MB,DO,21108,,,170786,,,36204,,325839,,,,,,
Full Reporter,50213,M-1 Rail,Full Reporter,Urban,SR,PT,,,,,,1768151,,,,,,,,,
Full Reporter,50342,LINK Hendricks County,Full Reporter,Urban,DR,DO,,,,,,,,,38923,,,,,,
Full Reporter,50515,University of Minnesota Transit,Full Reporter,Urban,DR,DO,,,,,,,,,2490,,,,,,
Full Reporter,50515,University of Minnesota Transit,Full Reporter,Urban,MB,PT,,,,117798,,,,,12620,,,,,,
Full Reporter,50516,City of Plymouth,Full Reporter,Urban,DR,PT,,,,5512,,,,,26268,,,,,,
Full Reporter,50516,City of Plymouth,Full Reporter,Urban,MB,PT,,,,103541,,,,,2723,,,,,,
Full Reporter,50517,City of Maple Grove,Full Reporter,Urban,DR,PT,,,,,,,,,20036,,,,,,
Full Reporter,50517,City of Maple Grove,Full Reporter,Urban,MB,PT,,,,92992,,,,,,,,,,,
Full Reporter,50518,SouthWest Transit,Full Reporter,Urban,DR,PT,,,,11189,,,,,31263,,,,,,
Full Reporter,50518,SouthWest Transit,Full Reporter,Urban,MB,PT,,,,125863,,,,,,,,,,,
Full Reporter,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,MB,PT,533371,,,,,,,,27458,,,,,,
Full Reporter,50521,Chicago Water Taxi (Wendella),Full Reporter,Urban,FB,DO,,,,2166,,,,,,,,,,,
Full Reporter,50522,Lake Erie Transportation Commission,Full Reporter,Urban,DR,DO,,,,46380,,,,,,,,,,,
Full Reporter,50522,Lake Erie Transportation Commission,Full Reporter,Urban,MB,DO,,,,51514,,,,,,,,,,,
Full Reporter,55311,City of Cincinnati,Full Reporter,Urban,SR,PT,,,,,,702568,,,,,,,,,
Full Reporter,55312,City of Milwaukee,Full Reporter,Urban,SR,PT,,,,,,796799,,,,,,,,,
Full Reporter,60006,City of El Paso,Full Reporter,Urban,DR,PT,,,473930,,,,,,,,,,,,
Full Reporter,60006,City of El Paso,Full Reporter,Urban,MB,DO,,,1815261,,,,,,,,,,,,
Full Reporter,60006,City of El Paso,Full Reporter,Urban,SR,DO,,,,,,427974,,,,,,,,,
Full Reporter,60007,Fort Worth Transportation Authority,Full Reporter,Urban,CR,PT,,,,442412,,,,,,,,,,,
Full Reporter,60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,DO,,,183712,,,,,,,,,,,,
Full Reporter,60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,256173,,,,,,
Full Reporter,60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,DO,,,1748004,,170812,,,,,,,,,,
Full Reporter,60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,646,,,,,,
Full Reporter,60007,Fort Worth Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,39620,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,DO,,,,1600591,,,,,,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,PT,,,,423059,,,,,,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,DR,PT,,,,,,,,,1935187,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,LR,DO,,,,,,20764234,,,,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,DO,,,1316039,6349535,,,,,206296,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,PT,,,,1715447,,,,,,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,RB,DO,,,,18167,,,,,,,,,,,
Full Reporter,60008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,VP,DO,,,,,,,,,290680,,,,,,
Full Reporter,60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,DR,DO,,,,17454,,,,,26202,,,,,,
Full Reporter,60009,"Laredo Transit Management, Inc.",Full Reporter,Urban,MB,DO,,,295880,262426,,,,,27921,,,,,,
Full Reporter,60010,City of Lubbock,Full Reporter,Urban,DR,DO,,,,1186,,,,,106624,,,,,,
Full Reporter,60010,City of Lubbock,Full Reporter,Urban,MB,DO,,,,351588,70400,,,,,,,,,,
Full Reporter,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO,,,,,,,,,61584,,,,538695,,
Full Reporter,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT,,,,,,,,,383569,,,,,,
Full Reporter,60011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO,,,5313273,1202975,,,,,,,,,41257,,
Full Reporter,60011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT,,,,,,,,,195770,,,,,,
Full Reporter,60012,City of Waco,Full Reporter,Urban,DR,DO,,,,45437,,,,,19157,,,,,,
Full Reporter,60012,City of Waco,Full Reporter,Urban,MB,DO,,,,144435,,,,,,,,,,,
Full Reporter,60014,City of Brownsville ,Full Reporter,Urban,DR,DO,,,,,,,,,24205,,,,,,
Full Reporter,60014,City of Brownsville ,Full Reporter,Urban,MB,DO,,,,183074,,,,,4205,,,,,,
Full Reporter,60016,City of Beaumont,Full Reporter,Urban,DR,PT,,,6680,21789,,,,,,,,,,,
Full Reporter,60016,City of Beaumont,Full Reporter,Urban,MB,PT,,,248606,,,,,,,,,,,,
Full Reporter,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,DR,DO,,,115,75015,,,,,,,,,,,
Full Reporter,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,FB,PT,,,,2273,,,,,,,,,,,
Full Reporter,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,DO,,,296996,589013,,,,,,,,,,,
Full Reporter,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,SR,PT,,,,,,1559300,,,,,,,,,
Full Reporter,60017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,VP,PT,,,,,,,,,818,,,,,,
Full Reporter,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,DR,PT,,,153700,,,,,,30121,,,,,,
Full Reporter,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,DO,,,334305,101722,,,,,,,,,,,
Full Reporter,60018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,PT,,,46002,,,,,,,,,,,,
Full Reporter,60019,City of Albuquerque,Full Reporter,Urban,DR,DO,,,,,,,,,298498,,,,,,
Full Reporter,60019,City of Albuquerque,Full Reporter,Urban,MB,DO,,,224908,1241197,,,,,,,,,,,
Full Reporter,60019,City of Albuquerque,Full Reporter,Urban,RB,DO,,,,120361,,,,,,,,,,,
Full Reporter,60022,Capital Area Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,92053,,,,,,
Full Reporter,60022,Capital Area Transit System,Full Reporter,Urban,MB,DO,,,,714468,55000,,,,,,,,,,
Full Reporter,60024,City of Shreveport,Full Reporter,Urban,DR,DO,,,2066,,,,,,58640,,,,,,
Full Reporter,60024,City of Shreveport,Full Reporter,Urban,MB,DO,,,285720,,265760,,,,87820,,,,,,
Full Reporter,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,148296,,,,,,
Full Reporter,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,FB,PT,,,,187312,,,,,,,,,,,
Full Reporter,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,MB,PT,1573702,,,,,,,,,,,,,,
Full Reporter,60032,New Orleans Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,,,3613000,,,,,,,,,
Full Reporter,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,101497,,,,,,
Full Reporter,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,22421,,,,,,
Full Reporter,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,,,221510,315451,,,,,,,,,,,
Full Reporter,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,SR,DO,,,,,,203800,,,,,,,,,
Full Reporter,60033,Rock Region Metropolitan Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,1866,,,,,,
Full Reporter,60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,DR,PT,,,,,,,,,18697,,,,,,
Full Reporter,60038,Lafayette City-Parish Consolidated Government,Full Reporter,Urban,MB,DO,,,121526,77171,,,,,,,,,,,
Full Reporter,60041,City of Arlington,Full Reporter,Urban,DR,DO,,,,16953,,,,,21759,,,,,,
Full Reporter,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,CB,PT,,,,251331,,,,,,,,,,,
Full Reporter,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,DR,PT,,,,282636,,,,,349695,,,,,,
Full Reporter,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,MB,PT,,,,4209118,28923,,,,35101,,,,,,
Full Reporter,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,194979,,,,,,
Full Reporter,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,YR,PT,,,,207920,,,,,,,,,,,
Full Reporter,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,574,,,,,8337,,,,,,
Full Reporter,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,174085,,,,,,,,,,,,
Full Reporter,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,DO,,,539007,147367,,,,,,,,,,,
Full Reporter,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,100507,,,,,,,,,,,,
Full Reporter,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,20327,,,,,,
Full Reporter,60056,Dallas Area Rapid Transit,Full Reporter,Urban,CR,PT,,,,1375987,,,,,,,,,,,
Full Reporter,60056,Dallas Area Rapid Transit,Full Reporter,Urban,DR,PT,,,169513,,,,,,42317,,,,,,
Full Reporter,60056,Dallas Area Rapid Transit,Full Reporter,Urban,LR,DO,,,,,,116183770,,,,,,,,,
Full Reporter,60056,Dallas Area Rapid Transit,Full Reporter,Urban,MB,DO,,,8290757,,295522,,,,,,,,,,
Full Reporter,60056,Dallas Area Rapid Transit,Full Reporter,Urban,SR,DO,,,,,,690643,,,,,,,,,
Full Reporter,60056,Dallas Area Rapid Transit,Full Reporter,Urban,VP,PT,,,,,,,,,90745,,,,,,
Full Reporter,60059,Brazos Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,151318,,,,,,
Full Reporter,60059,Brazos Transit District,Full Reporter,Urban,MB,DO,,,,94900,,,,,54775,,,,,,
Full Reporter,60088,Jefferson Parish,Full Reporter,Urban,DR,PT,,,,,,,,,169,,,,105450,,
Full Reporter,60088,Jefferson Parish,Full Reporter,Urban,MB,PT,392695,,,,,,,,,,,,,,
Full Reporter,60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,DR,DO,,,,,,,,,11658,,,,,,
Full Reporter,60090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,MB,DO,,,,120658,,,,,102782,,,,,,
Full Reporter,60091,Hill Country Transit District,Full Reporter,Urban,DR,DO,,,,48066,,,,,101834,,,,,,
Full Reporter,60091,Hill Country Transit District,Full Reporter,Urban,MB,DO,,,,107227,,,,,4,,,,,,
Full Reporter,60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,CB,DO,,,,19396,,,,,13352,,,,,,
Full Reporter,60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,DR,DO,,,,,,,,,64526,,,,,,
Full Reporter,60095,Golden Crescent Regional Planning Commission,Full Reporter,Urban,MB,DO,,,,,,,,,49909,,,,,,
Full Reporter,60101,Denton County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,35944,,,,,,
Full Reporter,60101,Denton County Transportation Authority,Full Reporter,Urban,MB,DO,,,22296,141861,,,,,52053,,,,,,
Full Reporter,60101,Denton County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,58284,,,,,,
Full Reporter,60101,Denton County Transportation Authority,Full Reporter,Urban,YR,PT,,,,194477,,,,,,,,,,,
Full Reporter,60102,Concho Valley Transit District,Full Reporter,Urban,DR,DO,,,,36,,,,,96736,,,,,,
Full Reporter,60102,Concho Valley Transit District,Full Reporter,Urban,MB,DO,,,,6353,,,,,49078,,,,,,
Full Reporter,60103,"Fort Bend County, Texas",Full Reporter,Urban,CB,PT,,,,80590,,,,,,,,,,,
Full Reporter,60103,"Fort Bend County, Texas",Full Reporter,Urban,DR,PT,,,,1797,,,,,118104,,,,,,
Full Reporter,60103,"Fort Bend County, Texas",Full Reporter,Urban,MB,PT,,,,66,,,,,4345,,,,,,
Full Reporter,60107,"Texoma Area Paratransit System, Inc",Full Reporter,Urban,DR,PT,,,,,,,,,62557,,,,,,
Full Reporter,60111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,PT,,,,43014,,,,,,,,,,,
Full Reporter,60111,Rio Metro Regional Transit District,Full Reporter,Urban,CR,PT,792273,,,,,,,,,,,,,,
Full Reporter,60111,Rio Metro Regional Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,58974,,,,,,
Full Reporter,60111,Rio Metro Regional Transit District,Full Reporter,Urban,MB,DO,,,,,,,,,23893,,,,,,
Full Reporter,60114,STAR Transit,Full Reporter,Urban,DR,DO,,,,,,,,,152918,,,,,,
Full Reporter,60114,STAR Transit,Full Reporter,Urban,MB,DO,,,,,,,,,59173,,,,,,
Full Reporter,60127,Plaquemines Parish Government,Full Reporter,Urban,DR,DO,,,,,,,,,8948,,,,,,
Full Reporter,60127,Plaquemines Parish Government,Full Reporter,Urban,FB,DO,,,,244500,,,,,,,,,,,
Full Reporter,60130,Alamo Area Council of Governments,Full Reporter,Urban,DR,DO,,,,481,,,,,174167,,,,,,
Full Reporter,60133,McKinney Avenue Transit Authority,Full Reporter,Urban,SR,DO,,,,,,320120,,,,,,,,,
Full Reporter,60134,The Woodlands Township,Full Reporter,Urban,CB,PT,,,,159058,,,,,,,,,,,
Full Reporter,60134,The Woodlands Township,Full Reporter,Urban,MB,DO,,,,,,,,,,,,,8384,,
Full Reporter,60134,The Woodlands Township,Full Reporter,Urban,MB,PT,,,,,,,,,,,,,16150,,
Full Reporter,60269,Texas State University,Full Reporter,Urban,MB,PT,,,,193296,,,,,,,,,,,
Full Reporter,66339,New Mexico Department of Transportation,Full Reporter,Urban,VP,PT,,,,,,,,,68375,,,,,,
Full Reporter,70001,City of Lincoln,Full Reporter,Urban,DR,DO,,,42227,,,,,,19792,,,,,,
Full Reporter,70001,City of Lincoln,Full Reporter,Urban,MB,DO,,,194920,178069,34944,,,,,,,,,,
Full Reporter,70002,Transit Authority of Omaha,Full Reporter,Urban,DR,DO,,,62023,,,,,,1753,,,,,,
Full Reporter,70002,Transit Authority of Omaha,Full Reporter,Urban,MB,DO,,,133302,588017,,,,,,,,,,,
Full Reporter,70003,City of Springfield,Full Reporter,Urban,DR,DO,,,,,,,,,17420,,,,,,
Full Reporter,70003,City of Springfield,Full Reporter,Urban,MB,DO,,,,204255,,,,,,,,,,,
Full Reporter,70005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,DO,,,47900,,,,,,9194,,,,,,
Full Reporter,70005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,100954,,,,,,
Full Reporter,70005,Kansas City Area Transportation Authority,Full Reporter,Urban,MB,DO,,,1261715,660489,,,,,9194,,,,,,
Full Reporter,70005,Kansas City Area Transportation Authority,Full Reporter,Urban,RB,DO,,,78130,31912,,,,,,,,,,,
Full Reporter,70005,Kansas City Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,14988,,,,,,
